APHUS_MTRNT_PC_LGZ_DISTB_FCLTY_LCT_LKFM_NO|SIDO_NM|SIGNGU_NM|TNSHP_NM|EMD_NM|HONO_NM|HONO_LO|HONO_LA|MTRNT_CLSF|SMOEU|CNTRCT_DE|GTN|MNTH_RENTCG|FLR|BULD_YR|NGHB_LGZ_DISTB_FCLTY|NGHB_LGZ_DISTB_FCLTY_LO|NGHB_LGZ_DISTB_FCLTY_LA|NGHB_LGZ_DISTB_FCLTY_DSTNC|__source_file|LTNO_NM|LTNO_LO|LTNO_LA|BILDNG_YR|bonbun|bubun|bonbun4|bubun4|PNU
25328|서울특별시|강서구||화곡동|100-18|126.84606|37.54082|전세|64.92|20230503|17,000|0|3|1993|홈플러스(주) 강서점|126.85492|37.55853|2.11911|유통시설2301_csv.csv|||||100|18|0100|0018|1150010300101000018
25329|서울특별시|강서구||화곡동|100-18|126.84606|37.54082|월세|54.24|20230523|10,000|20|4|1993|홈플러스(주) 강서점|126.85492|37.55853|2.11911|유통시설2301_csv.csv|||||100|18|0100|0018|1150010300101000018
25330|서울특별시|강서구||화곡동|100-28|126.84669|37.54075|전세|47.08|20230317|14,000|0|5|2002|홈플러스(주) 강서점|126.85492|37.55853|2.10629|유통시설2301_csv.csv|||||100|28|0100|0028|1150010300101000028
25331|서울특별시|강서구||화곡동|1007-21|126.83536|37.54733|월세|84.19|20230116|10,000|80|2|1990|홈플러스(주) 강서점|126.85492|37.55853|2.12721|유통시설2301_csv.csv|||||1007|21|1007|0021|1150010300110070021
25332|서울특별시|강서구||화곡동|1007-9|126.83506|37.54733|월세|84.69|20230119|5,500|85|3|1990|홈플러스(주) 강서점|126.85492|37.55853|2.14861|유통시설2301_csv.csv|||||1007|9|1007|0009|1150010300110070009
25333|서울특별시|강서구||화곡동|1008-21|126.83429|37.54754|전세|26.86|20230527|15,000|0|5|2012|홈플러스(주) 강서점|126.85492|37.55853|2.19125|유통시설2301_csv.csv|||||1008|21|1008|0021|1150010300110080021
25334|서울특별시|강서구||화곡동|1009-4|126.83412|37.54733|월세|45.24|20230118|1,000|53|-1|1997|홈플러스(주) 강서점|126.85492|37.55853|2.21684|유통시설2301_csv.csv|||||1009|4|1009|0004|1150010300110090004
25335|서울특별시|강서구||화곡동|1009-8|126.83465|37.54724|월세|84.04|20230109|5,000|130|4|2001|홈플러스(주) 강서점|126.85492|37.55853|2.18421|유통시설2301_csv.csv|||||1009|8|1009|0008|1150010300110090008
25336|서울특별시|강서구||화곡동|1009-8|126.83465|37.54724|전세|81.71|20230406|40,000|0|2|2001|홈플러스(주) 강서점|126.85492|37.55853|2.18421|유통시설2301_csv.csv|||||1009|8|1009|0008|1150010300110090008
25337|서울특별시|강서구||화곡동|1010-13|126.83462|37.54667|전세|53.5|20230305|22,000|0|1|2002|홈플러스(주) 강서점|126.85492|37.55853|2.22321|유통시설2301_csv.csv|||||1010|13|1010|0013|1150010300110100013
25338|서울특별시|강서구||화곡동|1010-22|126.83482|37.5469|월세|9.24|20230625|800|43|2|2011|홈플러스(주) 강서점|126.85492|37.55853|2.19393|유통시설2301_csv.csv|||||1010|22|1010|0022|1150010300110100022
25339|서울특별시|강서구||화곡동|1010-7|126.83423|37.54688|전세|49.39|20230108|21,000|0|2|2008|홈플러스(주) 강서점|126.85492|37.55853|2.23775|유통시설2301_csv.csv|||||1010|7|1010|0007|1150010300110100007
25340|서울특별시|강서구||화곡동|1011-6|126.83453|37.54654|전세|84.62|20230203|40,000|0|11|2002|홈플러스(주) 강서점|126.85492|37.55853|2.23806|유통시설2301_csv.csv|||||1011|6|1011|0006|1150010300110110006
25341|서울특별시|강서구||화곡동|1011-6|126.83453|37.54654|전세|84.64|20230320|50,000|0|10|2002|홈플러스(주) 강서점|126.85492|37.55853|2.23806|유통시설2301_csv.csv|||||1011|6|1011|0006|1150010300110110006
25342|서울특별시|강서구||화곡동|1014-12|126.83528|37.54495|전세|99.34|20230309|34,000|0|7|2004|홈플러스(주) 강서점|126.85492|37.55853|2.29727|유통시설2301_csv.csv|||||1014|12|1014|0012|1150010300110140012
25343|서울특별시|강서구||화곡동|1014-14|126.83513|37.545|월세|26.58|20230203|1,000|40|3|2002|홈플러스(주) 강서점|126.85492|37.55853|2.30396|유통시설2301_csv.csv|||||1014|14|1014|0014|1150010300110140014
25344|서울특별시|강서구||화곡동|1014-23|126.83573|37.54534|월세|12.64|20230614|2,000|35|2|2012|홈플러스(주) 강서점|126.85492|37.55853|2.23954|유통시설2301_csv.csv|||||1014|23|1014|0023|1150010300110140023
25345|서울특별시|강서구||화곡동|1014-39|126.83559|37.54562|전세|57.03|20230304|19,000|0|3|2002|홈플러스(주) 강서점|126.85492|37.55853|2.22826|유통시설2301_csv.csv|||||1014|39|1014|0039|1150010300110140039
25346|서울특별시|강서구||화곡동|1014-9|126.8352|37.54526|월세|44.1|20230424|2,000|60|5|2009|홈플러스(주) 강서점|126.85492|37.55853|2.28055|유통시설2301_csv.csv|||||1014|9|1014|0009|1150010300110140009
25347|서울특별시|강서구||화곡동|1015-31|126.83485|37.54559|전세|53.25|20230214|16,600|0|3|2002|홈플러스(주) 강서점|126.85492|37.55853|2.28007|유통시설2301_csv.csv|||||1015|31|1015|0031|1150010300110150031
25348|서울특별시|강서구||화곡동|1016-19|126.83397|37.54461|월세|19.24|20230512|5,000|65|2|2022|홈플러스(주) 강서점|126.85492|37.55853|2.40966|유통시설2301_csv.csv|||||1016|19|1016|0019|1150010300110160019
25349|서울특별시|강서구||화곡동|1016-19|126.83397|37.54461|월세|37.63|20230524|5,000|115|6|2022|홈플러스(주) 강서점|126.85492|37.55853|2.40966|유통시설2301_csv.csv|||||1016|19|1016|0019|1150010300110160019
25350|서울특별시|강서구||화곡동|1016-2|126.83318|37.54443|월세|32.4|20230307|8,000|11|2|2002|홈플러스(주) 강서점|126.85492|37.55853|2.47612|유통시설2301_csv.csv|||||1016|2|1016|0002|1150010300110160002
25351|서울특별시|강서구||화곡동|1016-31|126.83456|37.54446|월세|18.75|20230221|1,000|43|3|2011|홈플러스(주) 강서점|126.85492|37.55853|2.38113|유통시설2301_csv.csv|||||1016|31|1016|0031|1150010300110160031
25352|서울특별시|강서구||화곡동|1016-31|126.83456|37.54446|월세|16.5|20230225|1,000|42|2|2011|홈플러스(주) 강서점|126.85492|37.55853|2.38113|유통시설2301_csv.csv|||||1016|31|1016|0031|1150010300110160031
25353|서울특별시|강서구||화곡동|1016-36|126.83325|37.54455|월세|58.91|20230603|2,000|60|3|2004|홈플러스(주) 강서점|126.85492|37.55853|2.46316|유통시설2301_csv.csv|||||1016|36|1016|0036|1150010300110160036
25354|서울특별시|강서구||화곡동|1017-15|126.83369|37.54422|전세|50.61|20230517|15,000|0|2|2003|홈플러스(주) 강서점|126.85492|37.55853|2.45659|유통시설2301_csv.csv|||||1017|15|1017|0015|1150010300110170015
25355|서울특별시|강서구||화곡동|1017-24|126.83412|37.54405|전세|29.06|20230204|20,000|0|7|2018|홈플러스(주) 강서점|126.85492|37.55853|2.44058|유통시설2301_csv.csv|||||1017|24|1017|0024|1150010300110170024
25356|서울특별시|강서구||화곡동|1017-24|126.83412|37.54405|전세|25.61|20230408|18,900|0|3|2018|홈플러스(주) 강서점|126.85492|37.55853|2.44058|유통시설2301_csv.csv|||||1017|24|1017|0024|1150010300110170024
25357|서울특별시|강서구||화곡동|1017-9|126.83337|37.54422|전세|63.68|20230220|16,000|0|5|2002|홈플러스(주) 강서점|126.85492|37.55853|2.47862|유통시설2301_csv.csv|||||1017|9|1017|0009|1150010300110170009
25358|서울특별시|강서구||화곡동|1017-9|126.83337|37.54422|전세|63.68|20230220|16,000|0|5|2002|홈플러스(주) 강서점|126.85492|37.55853|2.47862|유통시설2301_csv.csv|||||1017|9|1017|0009|1150010300110170009
25359|서울특별시|강서구||화곡동|1018-16|126.83432|37.54382|전세|29.84|20230213|40,200|0|2|2022|홈플러스(주) 강서점|126.85492|37.55853|2.44412|유통시설2301_csv.csv|||||1018|16|1018|0016|1150010300110180016
25360|서울특별시|강서구||화곡동|1018-16|126.83432|37.54382|월세|23.82|20230217|7,000|30|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.44412|유통시설2301_csv.csv|||||1018|16|1018|0016|1150010300110180016
25361|서울특별시|강서구||화곡동|1018-16|126.83432|37.54382|월세|29.97|20230220|12,000|70|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.44412|유통시설2301_csv.csv|||||1018|16|1018|0016|1150010300110180016
25362|서울특별시|강서구||화곡동|1018-16|126.83432|37.54382|월세|29.97|20230220|12,000|70|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.44412|유통시설2301_csv.csv|||||1018|16|1018|0016|1150010300110180016
25363|서울특별시|강서구||화곡동|1018-16|126.83432|37.54382|전세|23.46|20230317|33,900|0|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.44412|유통시설2301_csv.csv|||||1018|16|1018|0016|1150010300110180016
25364|서울특별시|강서구||화곡동|1018-16|126.83432|37.54382|전세|23.82|20230512|36,200|0|2|2022|홈플러스(주) 강서점|126.85492|37.55853|2.44412|유통시설2301_csv.csv|||||1018|16|1018|0016|1150010300110180016
25365|서울특별시|강서구||화곡동|1018-24|126.83402|37.54359|월세|22.83|20230327|1,000|100|5|2015|우성상가시장|126.8255|37.52255|2.45762|유통시설2301_csv.csv|||||1018|24|1018|0024|1150010300110180024
25366|서울특별시|강서구||화곡동|1018-32|126.8331|37.54368|전세|84.32|20230203|35,000|0|2|2005|우성상가시장|126.8255|37.52255|2.44347|유통시설2301_csv.csv|||||1018|32|1018|0032|1150010300110180032
25367|서울특별시|강서구||화곡동|102-119|126.84529|37.53962|전세|36.1|20230608|19,000|0|3|2015|홈플러스(주) 강서점|126.85492|37.55853|2.26821|유통시설2301_csv.csv|||||102|119|0102|0119|1150010300101020119
25368|서울특별시|강서구||화곡동|102-121|126.84498|37.53946|월세|27.2|20230214|3,000|80|6|2016|홈플러스(주) 강서점|126.85492|37.55853|2.29493|유통시설2301_csv.csv|||||102|121|0102|0121|1150010300101020121
25369|서울특별시|강서구||화곡동|102-121|126.84498|37.53946|전세|28.07|20230621|15,500|0|2|2016|홈플러스(주) 강서점|126.85492|37.55853|2.29493|유통시설2301_csv.csv|||||102|121|0102|0121|1150010300101020121
25370|서울특별시|강서구||화곡동|102-129|126.84544|37.53924|전세|59.75|20230607|17,000|0|2|2007|홈플러스(주) 강서점|126.85492|37.55853|2.30273|유통시설2301_csv.csv|||||102|129|0102|0129|1150010300101020129
25371|서울특별시|강서구||화곡동|102-134|126.8452|37.53896|전세|49.5|20230630|15,000|0|2|1991|홈플러스(주) 강서점|126.85492|37.55853|2.33889|유통시설2301_csv.csv|||||102|134|0102|0134|1150010300101020134
25372|서울특별시|강서구||화곡동|102-136|126.84551|37.53905|전세|71.09|20230224|14,400|0|-1|2000|홈플러스(주) 강서점|126.85492|37.55853|2.31942|유통시설2301_csv.csv|||||102|136|0102|0136|1150010300101020136
25373|서울특별시|강서구||화곡동|102-136|126.84551|37.53905|전세|71.09|20230224|14,400|0|-1|2000|홈플러스(주) 강서점|126.85492|37.55853|2.31942|유통시설2301_csv.csv|||||102|136|0102|0136|1150010300101020136
25374|서울특별시|강서구||화곡동|102-142|126.84509|37.53879|월세|53.97|20230425|3,000|75|2|1995|홈플러스(주) 강서점|126.85492|37.55853|2.35999|유통시설2301_csv.csv|||||102|142|0102|0142|1150010300101020142
25375|서울특별시|강서구||화곡동|102-142|126.84509|37.53879|월세|53.97|20230425|3,000|75|2|1995|홈플러스(주) 강서점|126.85492|37.55853|2.35999|유통시설2301_csv.csv|||||102|142|0102|0142|1150010300101020142
25376|서울특별시|강서구||화곡동|102-147|126.8458|37.5388|전세|55.26|20230217|16,000|0|1|2000|홈플러스(주) 강서점|126.85492|37.55853|2.33654|유통시설2301_csv.csv|||||102|147|0102|0147|1150010300101020147
25377|서울특별시|강서구||화곡동|102-20|126.84672|37.54015|전세|50.46|20230508|18,700|0|4|2009|홈플러스(주) 강서점|126.85492|37.55853|2.16811|유통시설2301_csv.csv|||||102|20|0102|0020|1150010300101020020
25378|서울특별시|강서구||화곡동|102-20|126.84672|37.54015|전세|50.46|20230530|18,000|0|2|2009|홈플러스(주) 강서점|126.85492|37.55853|2.16811|유통시설2301_csv.csv|||||102|20|0102|0020|1150010300101020020
25379|서울특별시|강서구||화곡동|102-201|126.84486|37.53871|월세|75.88|20230308|20,500|10|1|2003|홈플러스(주) 강서점|126.85492|37.55853|2.37639|유통시설2301_csv.csv|||||102|201|0102|0201|1150010300101020201
25380|서울특별시|강서구||화곡동|102-217|126.84582|37.54007|전세|48.63|20230428|18,300|0|3|2011|홈플러스(주) 강서점|126.85492|37.55853|2.20476|유통시설2301_csv.csv|||||102|217|0102|0217|1150010300101020217
25381|서울특별시|강서구||화곡동|102-22|126.84673|37.53993|월세|43.12|20230215|12,000|25|3|2007|홈플러스(주) 강서점|126.85492|37.55853|2.19116|유통시설2301_csv.csv|||||102|22|0102|0022|1150010300101020022
25382|서울특별시|강서구||화곡동|102-23|126.84667|37.53968|전세|27.3|20230313|20,000|0|6|2019|홈플러스(주) 강서점|126.85492|37.55853|2.21885|유통시설2301_csv.csv|||||102|23|0102|0023|1150010300101020023
25383|서울특별시|강서구||화곡동|102-240|126.84541|37.53856|전세|28.5|20230204|34,700|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.37438|유통시설2301_csv.csv|||||102|240|0102|0240|1150010300101020240
25384|서울특별시|강서구||화곡동|102-240|126.84541|37.53856|전세|28.5|20230204|34,700|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.37438|유통시설2301_csv.csv|||||102|240|0102|0240|1150010300101020240
25385|서울특별시|강서구||화곡동|102-240|126.84541|37.53856|월세|30.0|20230614|1,500|130|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.37438|유통시설2301_csv.csv|||||102|240|0102|0240|1150010300101020240
25386|서울특별시|강서구||화곡동|102-257|126.84698|37.53949|월세|55.92|20230301|1,500|66|1|2008|홈플러스(주) 강서점|126.85492|37.55853|2.22972|유통시설2301_csv.csv|||||102|257|0102|0257|1150010300101020257
25387|서울특별시|강서구||화곡동|102-275|126.84553|37.53834|전세|40.19|20230112|15,000|0|3|2008|홈플러스(주) 강서점|126.85492|37.55853|2.39318|유통시설2301_csv.csv|||||102|275|0102|0275|1150010300101020275
25388|서울특별시|강서구||화곡동|102-275|126.84553|37.53834|전세|40.19|20230404|13,000|0|2|2008|홈플러스(주) 강서점|126.85492|37.55853|2.39318|유통시설2301_csv.csv|||||102|275|0102|0275|1150010300101020275
25389|서울특별시|강서구||화곡동|102-278|126.84604|37.53919|전세|70.95|20230527|20,000|0|2|2002|홈플러스(주) 강서점|126.85492|37.55853|2.28904|유통시설2301_csv.csv|||||102|278|0102|0278|1150010300101020278
25390|서울특별시|강서구||화곡동|102-291|126.84596|37.53988|월세|40.25|20230330|2,000|70|5|2008|홈플러스(주) 강서점|126.85492|37.55853|2.2191|유통시설2301_csv.csv|||||102|291|0102|0291|1150010300101020291
25391|서울특별시|강서구||화곡동|102-298|126.84405|37.53886|월세|29.87|20230105|1,000|100|2|2021|홈플러스(주) 강서점|126.85492|37.55853|2.38832|유통시설2301_csv.csv|||||102|298|0102|0298|1150010300101020298
25392|서울특별시|강서구||화곡동|102-298|126.84405|37.53886|월세|45.56|20230106|500|110|5|2021|홈플러스(주) 강서점|126.85492|37.55853|2.38832|유통시설2301_csv.csv|||||102|298|0102|0298|1150010300101020298
25393|서울특별시|강서구||화곡동|102-298|126.84405|37.53886|월세|29.71|20230106|1,000|110|2|2021|홈플러스(주) 강서점|126.85492|37.55853|2.38832|유통시설2301_csv.csv|||||102|298|0102|0298|1150010300101020298
25394|서울특별시|강서구||화곡동|102-298|126.84405|37.53886|월세|29.52|20230131|1,000|110|3|2021|홈플러스(주) 강서점|126.85492|37.55853|2.38832|유통시설2301_csv.csv|||||102|298|0102|0298|1150010300101020298
25395|서울특별시|강서구||화곡동|102-312|126.84742|37.53897|전세|48.49|20230125|29,000|0|2|2018|홈플러스(주) 강서점|126.85492|37.55853|2.2732|유통시설2301_csv.csv|||||102|312|0102|0312|1150010300101020312
25396|서울특별시|강서구||화곡동|102-312|126.84742|37.53897|전세|29.43|20230602|18,000|0|2|2018|홈플러스(주) 강서점|126.85492|37.55853|2.2732|유통시설2301_csv.csv|||||102|312|0102|0312|1150010300101020312
25397|서울특별시|강서구||화곡동|102-312|126.84742|37.53897|전세|29.43|20230602|18,000|0|2|2018|홈플러스(주) 강서점|126.85492|37.55853|2.2732|유통시설2301_csv.csv|||||102|312|0102|0312|1150010300101020312
25398|서울특별시|강서구||화곡동|102-323|126.8469|37.54018|월세|28.7|20230420|7,700|21|5|2008|홈플러스(주) 강서점|126.85492|37.55853|2.15985|유통시설2301_csv.csv|||||102|323|0102|0323|1150010300101020323
25399|서울특별시|강서구||화곡동|102-323|126.8469|37.54018|전세|42.66|20230524|14,500|0|3|2008|홈플러스(주) 강서점|126.85492|37.55853|2.15985|유통시설2301_csv.csv|||||102|323|0102|0323|1150010300101020323
25400|서울특별시|강서구||화곡동|102-332|126.84447|37.53911|월세|31.65|20230421|1,000|65|-1|1998|홈플러스(주) 강서점|126.85492|37.55853|2.3483|유통시설2301_csv.csv|||||102|332|0102|0332|1150010300101020332
25401|서울특별시|강서구||화곡동|102-344|126.84498|37.53853|전세|42.62|20230311|12,000|0|2|1993|홈플러스(주) 강서점|126.85492|37.55853|2.39048|유통시설2301_csv.csv|||||102|344|0102|0344|1150010300101020344
25402|서울특별시|강서구||화곡동|102-371|126.84688|37.53864|월세|47.28|20230503|9,000|15|2|1992|홈플러스(주) 강서점|126.85492|37.55853|2.32329|유통시설2301_csv.csv|||||102|371|0102|0371|1150010300101020371
25403|서울특별시|강서구||화곡동|102-56|126.84643|37.53964|월세|40.54|20230623|12,300|20|4|1995|홈플러스(주) 강서점|126.85492|37.55853|2.23041|유통시설2301_csv.csv|||||102|56|0102|0056|1150010300101020056
25404|서울특별시|강서구||화곡동|102-57|126.84625|37.53959|월세|57.34|20230512|13,000|30|1|2003|홈플러스(주) 강서점|126.85492|37.55853|2.24079|유통시설2301_csv.csv|||||102|57|0102|0057|1150010300101020057
25405|서울특별시|강서구||화곡동|102-76|126.84665|37.53906|월세|53.99|20230620|15,600|9|2|2002|홈플러스(주) 강서점|126.85492|37.55853|2.28514|유통시설2301_csv.csv|||||102|76|0102|0076|1150010300101020076
25406|서울특별시|강서구||화곡동|102-80|126.84603|37.53887|전세|29.51|20230507|43,900|0|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.32275|유통시설2301_csv.csv|||||102|80|0102|0080|1150010300101020080
25407|서울특별시|강서구||화곡동|102-80|126.84603|37.53887|전세|29.16|20230526|36,900|0|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.32275|유통시설2301_csv.csv|||||102|80|0102|0080|1150010300101020080
25408|서울특별시|강서구||화곡동|102-80|126.84603|37.53887|전세|26.42|20230607|34,900|0|2|2022|홈플러스(주) 강서점|126.85492|37.55853|2.32275|유통시설2301_csv.csv|||||102|80|0102|0080|1150010300101020080
25409|서울특별시|강서구||화곡동|102-92|126.84592|37.53852|전세|26.43|20230114|28,000|0|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.36251|유통시설2301_csv.csv|||||102|92|0102|0092|1150010300101020092
25410|서울특별시|강서구||화곡동|102-92|126.84592|37.53852|전세|27.98|20230120|28,800|0|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.36251|유통시설2301_csv.csv|||||102|92|0102|0092|1150010300101020092
25411|서울특별시|강서구||화곡동|102-92|126.84592|37.53852|전세|29.68|20230325|27,900|0|2|2022|홈플러스(주) 강서점|126.85492|37.55853|2.36251|유통시설2301_csv.csv|||||102|92|0102|0092|1150010300101020092
25412|서울특별시|강서구||화곡동|1021-2|126.83604|37.54447|전세|68.38|20230331|29,000|0|3|2007|홈플러스(주) 강서점|126.85492|37.55853|2.28377|유통시설2301_csv.csv|||||1021|2|1021|0002|1150010300110210002
25413|서울특별시|강서구||화곡동|1021-7|126.83574|37.54447|전세|77.99|20230228|30,000|0|5|2007|홈플러스(주) 강서점|126.85492|37.55853|2.30309|유통시설2301_csv.csv|||||1021|7|1021|0007|1150010300110210007
25414|서울특별시|강서구||화곡동|1026-25|126.83757|37.54497|전세|26.36|20230120|25,000|0|2|2019|홈플러스(주) 강서점|126.85492|37.55853|2.14776|유통시설2301_csv.csv|||||1026|25|1026|0025|1150010300110260025
25415|서울특별시|강서구||화곡동|1026-25|126.83757|37.54497|전세|29.39|20230321|24,500|0|2|2019|홈플러스(주) 강서점|126.85492|37.55853|2.14776|유통시설2301_csv.csv|||||1026|25|1026|0025|1150010300110260025
25416|서울특별시|강서구||화곡동|1026-25|126.83757|37.54497|전세|26.36|20230323|25,000|0|2|2019|홈플러스(주) 강서점|126.85492|37.55853|2.14776|유통시설2301_csv.csv|||||1026|25|1026|0025|1150010300110260025
25417|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230103|35,000|0|13|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25418|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230103|10,000|170|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25419|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230104|54,000|0|12|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25420|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230106|40,000|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25421|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|75.0|20230106|10,000|195|14|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25422|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230106|45,000|0|14|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25423|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.99|20230107|55,000|0|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25424|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230107|10,000|170|14|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25425|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.98|20230107|56,500|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25426|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.99|20230107|60,000|0|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25427|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|59.99|20230109|48,000|0|12|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25428|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230110|55,000|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25429|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230111|30,000|80|11|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25430|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230111|10,000|155|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25431|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230111|30,000|80|11|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25432|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.98|20230112|59,000|0|14|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25433|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230114|42,000|0|1|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25434|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230114|45,000|0|13|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25435|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230114|30,000|80|11|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25436|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230115|47,500|0|14|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25437|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|75.0|20230121|40,000|40|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25438|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230125|43,500|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25439|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230127|45,000|0|13|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25440|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|59.99|20230127|21,000|50|6|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25441|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|59.99|20230128|44,000|0|8|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25442|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230129|44,000|0|13|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25443|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.98|20230202|56,000|0|12|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25444|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|84.98|20230203|40,000|60|7|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
