APHUS_MTRNT_PC_LGZ_DISTB_FCLTY_LCT_LKFM_NO|SIDO_NM|SIGNGU_NM|TNSHP_NM|EMD_NM|HONO_NM|HONO_LO|HONO_LA|MTRNT_CLSF|SMOEU|CNTRCT_DE|GTN|MNTH_RENTCG|FLR|BULD_YR|NGHB_LGZ_DISTB_FCLTY|NGHB_LGZ_DISTB_FCLTY_LO|NGHB_LGZ_DISTB_FCLTY_LA|NGHB_LGZ_DISTB_FCLTY_DSTNC|__source_file|LTNO_NM|LTNO_LO|LTNO_LA|BILDNG_YR|bonbun|bubun|bonbun4|bubun4|PNU
26790|서울특별시|강서구||화곡동|369-31|126.83967|37.53627|월세|44.68|20240210|5000|80|3|2014|우성상가시장|126.8255|37.52255|1.97182|유통시설2401_csv.csv|||||369|31|0369|0031|1150010300103690031
26791|서울특별시|강서구||화곡동|369-36|126.83972|37.53574|전세|29.32|20240114|16940|0|4|2016|우성상가시장|126.8255|37.52255|1.92984|유통시설2401_csv.csv|||||369|36|0369|0036|1150010300103690036
26792|서울특별시|강서구||화곡동|369-49|126.84043|37.53613|월세|59.31|20240329|3000|70|2|2001|우성상가시장|126.8255|37.52255|2.00362|유통시설2401_csv.csv|||||369|49|0369|0049|1150010300103690049
26793|서울특별시|강서구||화곡동|370-12|126.83873|37.53576|전세|60.46|20240207|17000|0|1|2002|우성상가시장|126.8255|37.52255|1.87628|유통시설2401_csv.csv|||||370|12|0370|0012|1150010300103700012
26794|서울특별시|강서구||화곡동|370-5|126.83836|37.53572|전세|21.65|20240124|34900|0|6|2022|우성상가시장|126.8255|37.52255|1.85257|유통시설2401_csv.csv|||||370|5|0370|0005|1150010300103700005
26795|서울특별시|강서구||화곡동|370-5|126.83836|37.53572|전세|21.65|20240124|34900|0|6|2022|우성상가시장|126.8255|37.52255|1.85257|유통시설2401_csv.csv|||||370|5|0370|0005|1150010300103700005
26796|서울특별시|강서구||화곡동|371-16|126.83877|37.53647|전세|59.97|20240529|16000|0|2|1997|우성상가시장|126.8255|37.52255|1.93996|유통시설2401_csv.csv|||||371|16|0371|0016|1150010300103710016
26797|서울특별시|강서구||화곡동|371-2|126.83869|37.53694|전세|62.56|20240330|21000|0|5|2010|우성상가시장|126.8255|37.52255|1.97837|유통시설2401_csv.csv|||||371|2|0371|0002|1150010300103710002
26798|서울특별시|강서구||화곡동|371-48|126.83776|37.5366|전세|55.22|20240324|16100|0|2|2002|우성상가시장|126.8255|37.52255|1.89993|유통시설2401_csv.csv|||||371|48|0371|0048|1150010300103710048
26799|서울특별시|강서구||화곡동|371-48|126.83776|37.5366|전세|55.22|20240324|16100|0|2|2002|우성상가시장|126.8255|37.52255|1.89993|유통시설2401_csv.csv|||||371|48|0371|0048|1150010300103710048
26800|서울특별시|강서구||화곡동|371-56|126.8377|37.53586|월세|39.74|20240621|1000|60|4|2000|우성상가시장|126.8255|37.52255|1.83006|유통시설2401_csv.csv|||||371|56|0371|0056|1150010300103710056
26801|서울특별시|강서구||화곡동|371-86|126.83811|37.53671|전세|28.74|20240330|14100|0|3|2015|우성상가시장|126.8255|37.52255|1.92801|유통시설2401_csv.csv|||||371|86|0371|0086|1150010300103710086
26802|서울특별시|강서구||화곡동|372-141|126.83701|37.53566|전세|23.86|20240207|20000|0|4|2020|우성상가시장|126.8255|37.52255|1.77591|유통시설2401_csv.csv|||||372|141|0372|0141|1150010300103720141
26803|서울특별시|강서구||화곡동|372-141|126.83701|37.53566|전세|23.86|20240422|20000|0|4|2020|우성상가시장|126.8255|37.52255|1.77591|유통시설2401_csv.csv|||||372|141|0372|0141|1150010300103720141
26804|서울특별시|강서구||화곡동|372-21|126.83687|37.53544|월세|31.82|20240601|2000|55|3|2002|우성상가시장|126.8255|37.52255|1.74983|유통시설2401_csv.csv|||||372|21|0372|0021|1150010300103720021
26805|서울특별시|강서구||화곡동|372-31|126.83682|37.53562|전세|29.95|20240218|19400|0|2|2018|우성상가시장|126.8255|37.52255|1.7634|유통시설2401_csv.csv|||||372|31|0372|0031|1150010300103720031
26806|서울특별시|강서구||화곡동|372-37|126.83661|37.53622|전세|20.77|20240303|28900|0|3|2022|우성상가시장|126.8255|37.52255|1.80837|유통시설2401_csv.csv|||||372|37|0372|0037|1150010300103720037
26807|서울특별시|강서구||화곡동|372-37|126.83661|37.53622|전세|28.52|20240306|36200|0|3|2022|우성상가시장|126.8255|37.52255|1.80837|유통시설2401_csv.csv|||||372|37|0372|0037|1150010300103720037
26808|서울특별시|강서구||화곡동|372-37|126.83661|37.53622|전세|20.77|20240307|28900|0|2|2022|우성상가시장|126.8255|37.52255|1.80837|유통시설2401_csv.csv|||||372|37|0372|0037|1150010300103720037
26809|서울특별시|강서구||화곡동|372-37|126.83661|37.53622|전세|20.77|20240307|28900|0|2|2022|우성상가시장|126.8255|37.52255|1.80837|유통시설2401_csv.csv|||||372|37|0372|0037|1150010300103720037
26810|서울특별시|강서구||화곡동|372-54|126.83577|37.53541|전세|54.19|20240619|17700|0|5|2012|우성상가시장|126.8255|37.52255|1.69224|유통시설2401_csv.csv|||||372|54|0372|0054|1150010300103720054
26811|서울특별시|강서구||화곡동|372-66|126.83582|37.53594|전세|67.98|20240227|14000|0|-1|1994|우성상가시장|126.8255|37.52255|1.74572|유통시설2401_csv.csv|||||372|66|0372|0066|1150010300103720066
26812|서울특별시|강서구||화곡동|372-68|126.83618|37.53605|월세|62.83|20240211|2000|70|3|2002|우성상가시장|126.8255|37.52255|1.77233|유통시설2401_csv.csv|||||372|68|0372|0068|1150010300103720068
26813|서울특별시|강서구||화곡동|372-73|126.83593|37.53662|전세|23.82|20240107|38900|0|6|2022|우성상가시장|126.8255|37.52255|1.81508|유통시설2401_csv.csv|||||372|73|0372|0073|1150010300103720073
26814|서울특별시|강서구||화곡동|372-73|126.83593|37.53662|전세|23.82|20240202|38900|0|6|2022|우성상가시장|126.8255|37.52255|1.81508|유통시설2401_csv.csv|||||372|73|0372|0073|1150010300103720073
26815|서울특별시|강서구||화곡동|372-73|126.83593|37.53662|전세|28.76|20240316|42900|0|9|2022|우성상가시장|126.8255|37.52255|1.81508|유통시설2401_csv.csv|||||372|73|0372|0073|1150010300103720073
26816|서울특별시|강서구||화곡동|372-73|126.83593|37.53662|전세|28.76|20240416|42900|0|6|2022|우성상가시장|126.8255|37.52255|1.81508|유통시설2401_csv.csv|||||372|73|0372|0073|1150010300103720073
26817|서울특별시|강서구||화곡동|372-76|126.83601|37.53622|월세|52.6|20240311|2000|50|3|1996|우성상가시장|126.8255|37.52255|1.78038|유통시설2401_csv.csv|||||372|76|0372|0076|1150010300103720076
26818|서울특별시|강서구||화곡동|372-9|126.83683|37.5363|전세|63.06|20240425|17892|0|2|2001|우성상가시장|126.8255|37.52255|1.8263|유통시설2401_csv.csv|||||372|9|0372|0009|1150010300103720009
26819|서울특별시|강서구||화곡동|372-91|126.83528|37.53648|월세|43.72|20240111|14500|10|5|2011|우성상가시장|126.8255|37.52255|1.77353|유통시설2401_csv.csv|||||372|91|0372|0091|1150010300103720091
26820|서울특별시|강서구||화곡동|377-2|126.8365|37.53782|월세|95.25|20240313|4000|50|-1|1995|우성상가시장|126.8255|37.52255|1.95542|유통시설2401_csv.csv|||||377|2|0377|0002|1150010300103770002
26821|서울특별시|강서구||화곡동|377-20|126.8353|37.53731|전세|23.54|20240209|15620|0|6|2017|우성상가시장|126.8255|37.52255|1.85539|유통시설2401_csv.csv|||||377|20|0377|0020|1150010300103770020
26822|서울특별시|강서구||화곡동|377-20|126.8353|37.53731|월세|23.54|20240512|14300|15|4|2017|우성상가시장|126.8255|37.52255|1.85539|유통시설2401_csv.csv|||||377|20|0377|0020|1150010300103770020
26823|서울특별시|강서구||화곡동|377-26|126.83611|37.53765|전세|63.66|20240628|14000|0|1|1997|우성상가시장|126.8255|37.52255|1.92209|유통시설2401_csv.csv|||||377|26|0377|0026|1150010300103770026
26824|서울특별시|강서구||화곡동|379-10|126.83928|37.53809|월세|55.98|20240626|2000|85|3|1994|우성상가시장|126.8255|37.52255|2.11301|유통시설2401_csv.csv|||||379|10|0379|0010|1150010300103790010
26825|서울특별시|강서구||화곡동|379-2|126.83897|37.5386|전세|42.01|20240223|23000|0|6|2013|우성상가시장|126.8255|37.52255|2.14355|유통시설2401_csv.csv|||||379|2|0379|0002|1150010300103790002
26826|서울특별시|강서구||화곡동|379-35|126.83845|37.53839|전세|26.5|20240112|18900|0|4|2016|우성상가시장|126.8255|37.52255|2.09933|유통시설2401_csv.csv|||||379|35|0379|0035|1150010300103790035
26827|서울특별시|강서구||화곡동|379-35|126.83845|37.53839|전세|27.97|20240125|17388|0|3|2016|우성상가시장|126.8255|37.52255|2.09933|유통시설2401_csv.csv|||||379|35|0379|0035|1150010300103790035
26828|서울특별시|강서구||화곡동|379-35|126.83845|37.53839|전세|26.5|20240425|17000|0|2|2016|우성상가시장|126.8255|37.52255|2.09933|유통시설2401_csv.csv|||||379|35|0379|0035|1150010300103790035
26829|서울특별시|강서구||화곡동|379-36|126.83814|37.53826|전세|26.11|20240202|18500|0|5|2016|우성상가시장|126.8255|37.52255|2.07231|유통시설2401_csv.csv|||||379|36|0379|0036|1150010300103790036
26830|서울특별시|강서구||화곡동|379-36|126.83814|37.53826|월세|29.31|20240303|19400|12|4|2016|우성상가시장|126.8255|37.52255|2.07231|유통시설2401_csv.csv|||||379|36|0379|0036|1150010300103790036
26831|서울특별시|강서구||화곡동|379-36|126.83814|37.53826|전세|29.97|20240306|19500|0|3|2016|우성상가시장|126.8255|37.52255|2.07231|유통시설2401_csv.csv|||||379|36|0379|0036|1150010300103790036
26832|서울특별시|강서구||화곡동|379-36|126.83814|37.53826|전세|29.31|20240617|18000|0|3|2016|우성상가시장|126.8255|37.52255|2.07231|유통시설2401_csv.csv|||||379|36|0379|0036|1150010300103790036
26833|서울특별시|강서구||화곡동|379-41|126.83768|37.53808|월세|12.02|20240331|1000|40|4|2011|우성상가시장|126.8255|37.52255|2.03347|유통시설2401_csv.csv|||||379|41|0379|0041|1150010300103790041
26834|서울특별시|강서구||화곡동|379-50|126.8372|37.5379|전세|55.3|20240218|23300|0|3|2010|우성상가시장|126.8255|37.52255|1.99488|유통시설2401_csv.csv|||||379|50|0379|0050|1150010300103790050
26835|서울특별시|강서구||화곡동|379-50|126.8372|37.5379|월세|55.16|20240622|3400|100|2|2010|우성상가시장|126.8255|37.52255|1.99488|유통시설2401_csv.csv|||||379|50|0379|0050|1150010300103790050
26836|서울특별시|강서구||화곡동|379-59|126.83854|37.53824|전세|43.09|20240630|15600|0|2|2010|우성상가시장|126.8255|37.52255|2.08904|유통시설2401_csv.csv|||||379|59|0379|0059|1150010300103790059
26837|서울특별시|강서구||화곡동|379-82|126.83956|37.53801|월세|29.91|20240529|500|80|6|2015|우성상가시장|126.8255|37.52255|2.11941|유통시설2401_csv.csv|||||379|82|0379|0082|1150010300103790082
26838|서울특별시|강서구||화곡동|380-11|126.8375|37.53833|월세|23.34|20240610|2000|70|5|2018|우성상가시장|126.8255|37.52255|2.04902|유통시설2401_csv.csv|||||380|11|0380|0011|1150010300103800011
26839|서울특별시|강서구||화곡동|380-12|126.83734|37.53826|월세|33.48|20240218|3000|100|5|2017|우성상가시장|126.8255|37.52255|2.03542|유통시설2401_csv.csv|||||380|12|0380|0012|1150010300103800012
26840|서울특별시|강서구||화곡동|380-12|126.83734|37.53826|전세|29.45|20240619|17500|0|4|2017|우성상가시장|126.8255|37.52255|2.03542|유통시설2401_csv.csv|||||380|12|0380|0012|1150010300103800012
26841|서울특별시|강서구||화곡동|380-3|126.8387|37.53876|전세|60.59|20240118|24000|0|2|2008|우성상가시장|126.8255|37.52255|2.14552|유통시설2401_csv.csv|||||380|3|0380|0003|1150010300103800003
26842|서울특별시|강서구||화곡동|380-6|126.83817|37.53858|전세|29.77|20240106|19700|0|2|2016|우성상가시장|126.8255|37.52255|2.10429|유통시설2401_csv.csv|||||380|6|0380|0006|1150010300103800006
26843|서울특별시|강서구||화곡동|380-6|126.83817|37.53858|전세|27.7|20240203|18200|0|3|2016|우성상가시장|126.8255|37.52255|2.10429|유통시설2401_csv.csv|||||380|6|0380|0006|1150010300103800006
26844|서울특별시|강서구||화곡동|380-7|126.838|37.53854|전세|29.48|20240513|18700|0|3|2016|우성상가시장|126.8255|37.52255|2.09182|유통시설2401_csv.csv|||||380|7|0380|0007|1150010300103800007
26845|서울특별시|강서구||화곡동|381-2|126.84061|37.53974|월세|33.28|20240512|1000|60|5|2015|우성상가시장|126.8255|37.52255|2.33021|유통시설2401_csv.csv|||||381|2|0381|0002|1150010300103810002
26846|서울특별시|강서구||화곡동|381-2|126.84061|37.53974|전세|37.28|20240516|18000|0|3|2015|우성상가시장|126.8255|37.52255|2.33021|유통시설2401_csv.csv|||||381|2|0381|0002|1150010300103810002
26847|서울특별시|강서구||화곡동|382-19|126.84426|37.53435|전세|59.46|20240207|20000|0|2|1997|우성상가시장|126.8255|37.52255|2.11184|유통시설2401_csv.csv|||||382|19|0382|0019|1150010300103820019
26848|서울특별시|강서구||화곡동|382-23|126.84413|37.53425|전세|43.96|20240510|11000|0|1|1991|우성상가시장|126.8255|37.52255|2.0953|유통시설2401_csv.csv|||||382|23|0382|0023|1150010300103820023
26849|서울특별시|강서구||화곡동|382-25|126.84406|37.53467|전세|29.59|20240119|19000|0|2|2017|우성상가시장|126.8255|37.52255|2.12028|유통시설2401_csv.csv|||||382|25|0382|0025|1150010300103820025
26850|서울특별시|강서구||화곡동|382-25|126.84406|37.53467|월세|38.16|20240601|500|100|2|2017|우성상가시장|126.8255|37.52255|2.12028|유통시설2401_csv.csv|||||382|25|0382|0025|1150010300103820025
26851|서울특별시|강서구||화곡동|382-50|126.84428|37.53466|월세|20.74|20240630|5000|50|6|2016|우성상가시장|126.8255|37.52255|2.13463|유통시설2401_csv.csv|||||382|50|0382|0050|1150010300103820050
26852|서울특별시|강서구||화곡동|385-16|126.84547|37.53502|전세|71.1|20240117|17000|0|3|1985|우성상가시장|126.8255|37.52255|2.24145|유통시설2401_csv.csv|||||385|16|0385|0016|1150010300103850016
26853|서울특별시|강서구||화곡동|385-16|126.84547|37.53502|월세|71.1|20240514|2000|75|1|1985|우성상가시장|126.8255|37.52255|2.24145|유통시설2401_csv.csv|||||385|16|0385|0016|1150010300103850016
26854|서울특별시|강서구||화곡동|385-24|126.84597|37.53455|전세|59.2|20240513|20000|0|1|2011|우성상가시장|126.8255|37.52255|2.24478|유통시설2401_csv.csv|||||385|24|0385|0024|1150010300103850024
26855|서울특별시|강서구||화곡동|391-17|126.84968|37.53122|전세|58.68|20240307|17000|0|4|2001|현대백화점목동점|126.87487|37.52666|2.27912|유통시설2401_csv.csv|||||391|17|0391|0017|1150010300103910017
26856|서울특별시|강서구||화곡동|391-2|126.84933|37.532|전세|51.96|20240408|21000|0|2|2007|현대백화점목동점|126.87487|37.52666|2.32951|유통시설2401_csv.csv|||||391|2|0391|0002|1150010300103910002
26857|서울특별시|강서구||화곡동|391-21|126.84919|37.53133|월세|61.8|20240125|6000|70|1|1992|우성상가시장|126.8255|37.52255|2.3065|유통시설2401_csv.csv|||||391|21|0391|0021|1150010300103910021
26858|서울특별시|강서구||화곡동|391-22|126.84936|37.53134|전세|40.35|20240615|8500|0|4|1997|현대백화점목동점|126.87487|37.52666|2.30947|유통시설2401_csv.csv|||||391|22|0391|0022|1150010300103910022
26859|서울특별시|강서구||화곡동|391-23|126.84952|37.53132|월세|39.28|20240605|2000|110|3|2019|현대백화점목동점|126.87487|37.52666|2.29562|유통시설2401_csv.csv|||||391|23|0391|0023|1150010300103910023
26860|서울특별시|강서구||화곡동|391-23|126.84952|37.53132|월세|29.46|20240614|3000|95|5|2019|현대백화점목동점|126.87487|37.52666|2.29562|유통시설2401_csv.csv|||||391|23|0391|0023|1150010300103910023
26861|서울특별시|강서구||화곡동|391-24|126.84966|37.53134|전세|58.68|20240330|17500|0|4|2001|현대백화점목동점|126.87487|37.52666|2.28337|유통시설2401_csv.csv|||||391|24|0391|0024|1150010300103910024
26862|서울특별시|강서구||화곡동|391-28|126.85004|37.53162|전세|62.6|20240104|12600|0|-1|2003|현대백화점목동점|126.87487|37.52666|2.25836|유통시설2401_csv.csv|||||391|28|0391|0028|1150010300103910028
26863|서울특별시|강서구||화곡동|391-39|126.84949|37.53165|월세|18.4|20240113|500|45|4|2010|현대백화점목동점|126.87487|37.52666|2.30641|유통시설2401_csv.csv|||||391|39|0391|0039|1150010300103910039
26864|서울특별시|강서구||화곡동|391-39|126.84949|37.53165|월세|18.4|20240227|500|45|2|2010|현대백화점목동점|126.87487|37.52666|2.30641|유통시설2401_csv.csv|||||391|39|0391|0039|1150010300103910039
26865|서울특별시|강서구||화곡동|391-39|126.84949|37.53165|월세|25.08|20240515|500|60|3|2010|현대백화점목동점|126.87487|37.52666|2.30641|유통시설2401_csv.csv|||||391|39|0391|0039|1150010300103910039
26866|서울특별시|강서구||화곡동|391-45|126.84935|37.53151|월세|54.12|20240228|50|50|2|2014|현대백화점목동점|126.87487|37.52666|2.31472|유통시설2401_csv.csv|||||391|45|0391|0045|1150010300103910045
26867|서울특별시|강서구||화곡동|391-65|126.84949|37.53201|전세|29.16|20240620|8400|0|1|1994|현대백화점목동점|126.87487|37.52666|2.31594|유통시설2401_csv.csv|||||391|65|0391|0065|1150010300103910065
26868|서울특별시|강서구||화곡동|392-1|126.84888|37.53334|월세|54.27|20240607|12500|13|-1|1995|우성상가시장|126.8255|37.52255|2.38558|유통시설2401_csv.csv|||||392|1|0392|0001|1150010300103920001
26869|서울특별시|강서구||화곡동|392-15|126.84911|37.53327|월세|26.99|20240616|13000|6|4|2014|현대백화점목동점|126.87487|37.52666|2.38812|유통시설2401_csv.csv|||||392|15|0392|0015|1150010300103920015
26870|서울특별시|강서구||화곡동|392-16|126.84896|37.53321|전세|41.82|20240614|16300|0|2|2014|우성상가시장|126.8255|37.52255|2.38469|유통시설2401_csv.csv|||||392|16|0392|0016|1150010300103920016
26871|서울특별시|강서구||화곡동|392-2|126.84904|37.53339|월세|60.99|20240408|1000|100|4|2003|현대백화점목동점|126.87487|37.52666|2.3977|유통시설2401_csv.csv|||||392|2|0392|0002|1150010300103920002
26872|서울특별시|강서구||화곡동|392-21|126.85017|37.53262|전세|29.99|20240303|18000|0|3|2016|현대백화점목동점|126.87487|37.52666|2.27671|유통시설2401_csv.csv|||||392|21|0392|0021|1150010300103920021
26873|서울특별시|강서구||화곡동|392-25|126.84999|37.53221|전세|71.14|20240603|15000|0|3|1991|현대백화점목동점|126.87487|37.52666|2.27961|유통시설2401_csv.csv|||||392|25|0392|0025|1150010300103920025
26874|서울특별시|강서구||화곡동|392-31|126.84993|37.53312|전세|29.1|20240109|16800|0|2|2014|현대백화점목동점|126.87487|37.52666|2.31444|유통시설2401_csv.csv|||||392|31|0392|0031|1150010300103920031
26875|서울특별시|강서구||화곡동|392-31|126.84993|37.53312|전세|29.1|20240213|16800|0|3|2014|현대백화점목동점|126.87487|37.52666|2.31444|유통시설2401_csv.csv|||||392|31|0392|0031|1150010300103920031
26876|서울특별시|강서구||화곡동|392-31|126.84993|37.53312|전세|34.99|20240628|17500|0|6|2014|현대백화점목동점|126.87487|37.52666|2.31444|유통시설2401_csv.csv|||||392|31|0392|0031|1150010300103920031
26877|서울특별시|강서구||화곡동|392-31|126.84993|37.53312|전세|34.99|20240628|17500|0|6|2014|현대백화점목동점|126.87487|37.52666|2.31444|유통시설2401_csv.csv|||||392|31|0392|0031|1150010300103920031
26878|서울특별시|강서구||화곡동|392-34|126.84923|37.53308|월세|59.22|20240425|5000|65|3|1999|현대백화점목동점|126.87487|37.52666|2.37131|유통시설2401_csv.csv|||||392|34|0392|0034|1150010300103920034
26879|서울특별시|강서구||화곡동|392-35|126.84938|37.53308|월세|61.08|20240424|3000|80|4|2000|현대백화점목동점|126.87487|37.52666|2.35881|유통시설2401_csv.csv|||||392|35|0392|0035|1150010300103920035
26880|서울특별시|강서구||화곡동|392-42|126.84924|37.53273|월세|54.01|20240106|18100|5|2|1999|현대백화점목동점|126.87487|37.52666|2.35899|유통시설2401_csv.csv|||||392|42|0392|0042|1150010300103920042
26881|서울특별시|강서구||화곡동|392-54|126.84974|37.53238|월세|61.19|20240306|10000|25|-1|2002|현대백화점목동점|126.87487|37.52666|2.30598|유통시설2401_csv.csv|||||392|54|0392|0054|1150010300103920054
26882|서울특별시|강서구||화곡동|392-57|126.84945|37.5322|월세|56.61|20240207|5000|90|2|2005|현대백화점목동점|126.87487|37.52666|2.32474|유통시설2401_csv.csv|||||392|57|0392|0057|1150010300103920057
26883|서울특별시|강서구||화곡동|392-71|126.84867|37.53297|월세|28.31|20240214|3000|76|2|2017|우성상가시장|126.8255|37.52255|2.34911|유통시설2401_csv.csv|||||392|71|0392|0071|1150010300103920071
26884|서울특별시|강서구||화곡동|392-75|126.84957|37.53236|전세|38.35|20240511|14490|0|4|2010|현대백화점목동점|126.87487|37.52666|2.3199|유통시설2401_csv.csv|||||392|75|0392|0075|1150010300103920075
26885|서울특별시|강서구||화곡동|393-10|126.84858|37.53388|전세|29.95|20240113|33300|0|3|2022|우성상가시장|126.8255|37.52255|2.39419|유통시설2401_csv.csv|||||393|10|0393|0010|1150010300103930010
26886|서울특별시|강서구||화곡동|393-10|126.84858|37.53388|전세|29.95|20240119|29900|0|3|2022|우성상가시장|126.8255|37.52255|2.39419|유통시설2401_csv.csv|||||393|10|0393|0010|1150010300103930010
26887|서울특별시|강서구||화곡동|393-10|126.84858|37.53388|월세|29.35|20240524|3000|90|5|2022|우성상가시장|126.8255|37.52255|2.39419|유통시설2401_csv.csv|||||393|10|0393|0010|1150010300103930010
26888|서울특별시|강서구||화곡동|393-13|126.84842|37.53418|전세|55.14|20240414|17100|0|3|2002|우성상가시장|126.8255|37.52255|2.39946|유통시설2401_csv.csv|||||393|13|0393|0013|1150010300103930013
26889|서울특별시|강서구||화곡동|393-7|126.84896|37.53357|전세|56.06|20240218|19000|0|2|2007|우성상가시장|126.8255|37.52255|2.40435|유통시설2401_csv.csv|||||393|7|0393|0007|1150010300103930007
26890|서울특별시|강서구||화곡동|393-9|126.84872|37.53364|월세|46.81|20240304|4000|100|4|2017|우성상가시장|126.8255|37.52255|2.39023|유통시설2401_csv.csv|||||393|9|0393|0009|1150010300103930009
26891|서울특별시|강서구||화곡동|393-9|126.84872|37.53364|월세|20.84|20240421|2000|70|4|2017|우성상가시장|126.8255|37.52255|2.39023|유통시설2401_csv.csv|||||393|9|0393|0009|1150010300103930009
26892|서울특별시|강서구||화곡동|394-1|126.84935|37.53461|월세|68.95|20240615|2000|80|1|1996|현대백화점목동점|126.87487|37.52666|2.41779|유통시설2401_csv.csv|||||394|1|0394|0001|1150010300103940001
26893|서울특별시|강서구||화곡동|394-10|126.84972|37.53404|전세|70.34|20240310|20000|0|2|2002|현대백화점목동점|126.87487|37.52666|2.36539|유통시설2401_csv.csv|||||394|10|0394|0010|1150010300103940010
26894|서울특별시|강서구||화곡동|394-10|126.84972|37.53404|전세|70.34|20240310|20000|0|2|2002|현대백화점목동점|126.87487|37.52666|2.36539|유통시설2401_csv.csv|||||394|10|0394|0010|1150010300103940010
26895|서울특별시|강서구||화곡동|394-10|126.84972|37.53404|전세|63.04|20240415|14800|0|-1|2002|현대백화점목동점|126.87487|37.52666|2.36539|유통시설2401_csv.csv|||||394|10|0394|0010|1150010300103940010
26896|서울특별시|강서구||화곡동|394-21|126.84912|37.53415|전세|46.35|20240111|14000|0|3|1991|현대백화점목동점|126.87487|37.52666|2.41917|유통시설2401_csv.csv|||||394|21|0394|0021|1150010300103940021
26897|서울특별시|강서구||화곡동|394-23|126.84926|37.53392|월세|52.09|20240107|1000|70|1|1992|현대백화점목동점|126.87487|37.52666|2.39866|유통시설2401_csv.csv|||||394|23|0394|0023|1150010300103940023
26898|서울특별시|강서구||화곡동|394-25|126.84965|37.53381|전세|29.82|20240316|14490|0|2|2011|현대백화점목동점|126.87487|37.52666|2.36218|유통시설2401_csv.csv|||||394|25|0394|0025|1150010300103940025
26899|서울특별시|강서구||화곡동|394-26|126.84977|37.53382|월세|36.02|20240323|500|60|4|2001|현대백화점목동점|126.87487|37.52666|2.35267|유통시설2401_csv.csv|||||394|26|0394|0026|1150010300103940026
26900|서울특별시|강서구||화곡동|394-26|126.84977|37.53382|월세|42.46|20240408|11000|12|3|2001|현대백화점목동점|126.87487|37.52666|2.35267|유통시설2401_csv.csv|||||394|26|0394|0026|1150010300103940026
26901|서울특별시|강서구||화곡동|394-26|126.84977|37.53382|월세|42.46|20240420|11000|12|3|2001|현대백화점목동점|126.87487|37.52666|2.35267|유통시설2401_csv.csv|||||394|26|0394|0026|1150010300103940026
26902|서울특별시|강서구||화곡동|394-26|126.84977|37.53382|월세|42.46|20240420|11000|12|3|2001|현대백화점목동점|126.87487|37.52666|2.35267|유통시설2401_csv.csv|||||394|26|0394|0026|1150010300103940026
26903|서울특별시|강서구||화곡동|394-28|126.8501|37.53386|월세|59.88|20240329|5000|40|-1|1996|현대백화점목동점|126.87487|37.52666|2.32639|유통시설2401_csv.csv|||||394|28|0394|0028|1150010300103940028
26904|서울특별시|강서구||화곡동|394-35|126.84907|37.53385|월세|58.67|20240120|13600|5|-1|2001|현대백화점목동점|126.87487|37.52666|2.41152|유통시설2401_csv.csv|||||394|35|0394|0035|1150010300103940035
26905|서울특별시|강서구||화곡동|394-35|126.84907|37.53385|전세|58.67|20240120|14000|0|-1|2001|현대백화점목동점|126.87487|37.52666|2.41152|유통시설2401_csv.csv|||||394|35|0394|0035|1150010300103940035
26906|서울특별시|강서구||화곡동|394-39|126.84881|37.53433|전세|58.6|20240612|20400|0|3|2008|우성상가시장|126.8255|37.52255|2.4377|유통시설2401_csv.csv|||||394|39|0394|0039|1150010300103940039
26907|서울특별시|강서구||화곡동|394-41|126.84954|37.53381|월세|55.24|20240424|2500|55|2|2001|현대백화점목동점|126.87487|37.52666|2.3715|유통시설2401_csv.csv|||||394|41|0394|0041|1150010300103940041
26908|서울특별시|강서구||화곡동|394-5|126.84977|37.53416|전세|63.57|20240415|17000|0|5|2003|현대백화점목동점|126.87487|37.52666|2.36588|유통시설2401_csv.csv|||||394|5|0394|0005|1150010300103940005
26909|서울특별시|강서구||화곡동|395-10|126.84952|37.53473|전세|68.42|20240614|19400|0|3|2000|현대백화점목동점|126.87487|37.52666|2.40886|유통시설2401_csv.csv|||||395|10|0395|0010|1150010300103950010
26910|서울특별시|강서구||화곡동|395-6|126.84972|37.53447|전세|29.89|20240118|29500|0|4|2021|현대백화점목동점|126.87487|37.52666|2.38255|유통시설2401_csv.csv|||||395|6|0395|0006|1150010300103950006
26911|서울특별시|강서구||화곡동|395-6|126.84972|37.53447|전세|29.89|20240224|26000|0|4|2021|현대백화점목동점|126.87487|37.52666|2.38255|유통시설2401_csv.csv|||||395|6|0395|0006|1150010300103950006
26912|서울특별시|강서구||화곡동|395-9|126.84981|37.53484|월세|26.42|20240421|1000|52|3|2012|현대백화점목동점|126.87487|37.52666|2.38999|유통시설2401_csv.csv|||||395|9|0395|0009|1150010300103950009
26913|서울특별시|강서구||화곡동|396-10|126.84959|37.53583|전세|28.53|20240105|20000|0|4|2018|현대백화점목동점|126.87487|37.52666|2.45205|유통시설2401_csv.csv|||||396|10|0396|0010|1150010300103960010
26914|서울특별시|강서구||화곡동|396-10|126.84959|37.53583|월세|26.83|20240303|2000|90|5|2018|현대백화점목동점|126.87487|37.52666|2.45205|유통시설2401_csv.csv|||||396|10|0396|0010|1150010300103960010
