전용면적(㎡),대지권면적(㎡),계약일,거래금액(만원),층,거래유형,관내,PNU,매수자_M,매수자_개인,매수자_공공기관,매수자_기타,매수자_법인,매도자_M,매도자_개인,매도자_공공기관,매도자_기타,매도자_법인,등기일자,건축연령,계약기간,거래유형_중개거래,거래유형_직거래
29.53,17.78,2023-04-24,21300,3,직거래,0,1150010300103550031,1,0,0,0,0,1,0,0,0,0,,7,,0,1
78.39,38.8715,2023-04-24,35500,2,중개거래,1,1150010300108190001,1,0,0,0,0,1,0,0,0,0,,17,,1,0
46.04,27.28,2023-04-24,24000,2,중개거래,1,1150010300103320018,1,0,0,0,0,1,0,0,0,0,,21,,1,0
23.55,15.95,2023-04-22,16800,3,중개거래,1,1150010300103970003,1,0,0,0,0,1,0,0,0,0,,7,,1,0
62.4,26.698,2023-04-22,18500,1,중개거래,0,1150010300104550015,1,0,0,0,0,1,0,0,0,0,,27,,1,0
63.68,30.7,2023-04-21,24500,2,중개거래,1,1150010300104560004,1,0,0,0,0,1,0,0,0,0,,20,,1,0
27.79,12.53,2023-04-21,22100,4,직거래,0,1150010300101110084,1,0,0,0,0,1,0,0,0,0,,5,,0,1
29.81,21.78,2023-04-21,43500,4,직거래,0,1150010300101580042,1,0,0,0,0,1,0,0,0,0,,1,,0,1
58.32,33.85,2023-04-20,10500,-1,직거래,0,1150010300110470007,1,0,0,0,0,1,0,0,0,0,,22,,0,1
42.55,23.6,2023-04-20,16800,3,중개거래,1,1150010300103730024,1,0,0,0,0,1,0,0,0,0,,22,,1,0
28.76,11.08,2023-04-20,43900,6,직거래,0,1150010300103720073,1,0,0,0,0,1,0,0,0,0,,1,,0,1
62.13,37.54,2023-04-20,16400,-1,중개거래,1,1150010300100560443,1,0,0,0,0,1,0,0,0,0,,23,,1,0
59.9,34.72,2023-04-19,20000,3,중개거래,1,1150010300101020009,1,0,0,0,0,1,0,0,0,0,,12,,1,0
63.06,33.77,2023-04-19,20000,2,중개거래,1,1150010300103720009,1,0,0,0,0,1,0,0,0,0,,22,,1,0
35.28,18.18,2023-04-19,16000,1,중개거래,1,1150010300100550012,1,0,0,0,0,1,0,0,0,0,,30,,1,0
28.76,11.08,2023-04-19,43900,7,직거래,0,1150010300103720073,1,0,0,0,0,1,0,0,0,0,,1,,0,1
26.18,18.27,2023-04-19,39700,4,직거래,0,1150010300108220003,1,0,0,0,0,1,0,0,0,0,,1,,0,1
62.28,28.325,2023-04-19,23000,2,중개거래,1,1150010300104700002,1,0,0,0,0,1,0,0,0,0,,21,,1,0
29.82,20.82,2023-04-18,42900,6,직거래,0,1150010300108220003,1,0,0,0,0,1,0,0,0,0,,1,,0,1
56.2,24.56,2023-04-18,18800,3,직거래,0,1150010300104880032,1,0,0,0,0,1,0,0,0,0,,20,,0,1
29.72,18.8,2023-04-18,36500,5,직거래,0,1150010300110830012,1,0,0,0,0,1,0,0,0,0,,2,,0,1
59.63,28.0,2023-04-18,21000,3,중개거래,1,1150010300105040079,1,0,0,0,0,1,0,0,0,0,,20,,1,0
27.36,17.91,2023-04-18,22800,4,중개거래,1,1150010300110850009,1,0,0,0,0,1,0,0,0,0,,8,,1,0
42.51,23.21,2023-04-17,13000,1,직거래,0,1150010300103700020,1,0,0,0,0,1,0,0,0,0,,28,,0,1
62.22,27.8,2023-04-17,26700,2,중개거래,1,1150010300103700026,1,0,0,0,0,1,0,0,0,0,,22,,1,0
34.2,21.2,2023-04-17,24000,3,중개거래,1,1150010300108720001,1,0,0,0,0,1,0,0,0,0,,9,,1,0
57.78,28.42,2023-04-17,17000,2,직거래,0,1150010300103620021,1,0,0,0,0,1,0,0,0,0,,22,,0,1
43.79,23.07,2023-04-16,29500,6,중개거래,0,1150010300103460018,1,0,0,0,0,1,0,0,0,0,,6,,1,0
56.34,30.33,2023-04-15,23000,2,중개거래,1,1150010300101640019,1,0,0,0,0,1,0,0,0,0,,22,,1,0
41.65,19.87,2023-04-15,11700,-1,중개거래,1,1150010300101580026,1,0,0,0,0,1,0,0,0,0,,22,,1,0
39.31,25.15,2023-04-15,27500,6,중개거래,0,1150010300101550036,1,0,0,0,0,1,0,0,0,0,,9,,1,0
50.77,27.76,2023-04-15,19000,4,직거래,0,1150010300103370015,1,0,0,0,0,1,0,0,0,0,,15,,0,1
26.09,16.22,2023-04-15,27800,5,직거래,0,1150010300101020092,1,0,0,0,0,1,0,0,0,0,,1,,0,1
39.99,23.47,2023-04-15,23000,4,중개거래,1,1150010300110160017,1,0,0,0,0,1,0,0,0,0,,9,,1,0
59.45,29.75,2023-04-14,23500,2,중개거래,1,1150010300103670156,1,0,0,0,0,1,0,0,0,0,,20,,1,0
41.92,25.9256,2023-04-14,21500,6,중개거래,1,1150010300100560609,1,0,0,0,0,1,0,0,0,0,,7,,1,0
48.65,25.55,2023-04-14,21400,1,중개거래,1,1150010300109780007,1,0,0,0,0,1,0,0,0,0,,21,,1,0
44.19,25.63,2023-04-14,25800,3,중개거래,1,1150010300107970014,1,0,0,0,0,1,0,0,0,0,,11,,1,0
51.09,28.72,2023-04-14,19700,4,중개거래,1,1150010300101610004,1,0,0,0,0,1,0,0,0,0,,19,,1,0
35.58,27.113,2023-04-13,21500,4,중개거래,1,1150010300103620056,1,0,0,0,0,1,0,0,0,0,,9,,1,0
43.29,32.851,2023-04-13,16000,3,중개거래,1,1150010300103670048,1,0,0,0,0,1,0,0,0,0,,31,,1,0
29.81,18.0,2023-04-13,18900,5,중개거래,1,1150010300103460012,1,0,0,0,0,1,0,0,0,0,,10,,1,0
42.22,24.17,2023-04-13,15500,4,중개거래,1,1150010300109660015,1,0,0,0,0,1,0,0,0,0,,21,,1,0
15.5,10.12,2023-04-13,11500,4,중개거래,0,1150010300108160006,1,0,0,0,0,1,0,0,0,0,,11,,1,0
59.89,26.38,2023-04-12,8000,-1,직거래,0,1150010300101050184,1,0,0,0,0,1,0,0,0,0,,24,,0,1
66.48,36.53,2023-04-12,20000,3,중개거래,0,1150010300103920018,1,0,0,0,0,1,0,0,0,0,,16,,1,0
26.69,17.6,2023-04-12,37600,3,직거래,0,1150010300103580001,1,0,0,0,0,1,0,0,0,0,,0,,0,1
21.54,19.62,2023-04-12,25000,2,직거래,0,1150010300100730073,1,0,0,0,0,1,0,0,0,0,,2,,0,1
46.89,16.67,2023-04-12,15000,4,중개거래,0,1150010300103500022,1,0,0,0,0,1,0,0,0,0,,21,,1,0
44.92,28.08,2023-04-11,17000,3,직거래,0,1150010300108310018,1,0,0,0,0,1,0,0,0,0,,20,,0,1
26.18,18.27,2023-04-11,39700,4,직거래,0,1150010300108220003,1,0,0,0,0,1,0,0,0,0,,1,,0,1
29.9,20.87,2023-04-11,38900,3,직거래,0,1150010300108220003,1,0,0,0,0,1,0,0,0,0,,1,,0,1
40.44,29.77,2023-04-11,22500,3,중개거래,1,1150010300109950020,1,0,0,0,0,1,0,0,0,0,,12,,1,0
77.4,43.44,2023-04-11,38000,5,중개거래,1,1150010300110450065,1,0,0,0,0,1,0,0,0,0,,16,,1,0
68.04,43.18,2023-04-10,27000,4,중개거래,0,1150010300101110127,1,0,0,0,0,1,0,0,0,0,,19,,1,0
24.82,16.36,2023-04-10,36900,5,직거래,0,1150010300101020080,1,0,0,0,0,1,0,0,0,0,,1,,0,1
51.16,59.35,2023-04-10,25000,3,중개거래,1,1150010300100730105,1,0,0,0,0,1,0,0,0,0,,33,,1,0
23.46,14.59,2023-04-10,34400,3,직거래,0,1150010300110180016,1,0,0,0,0,1,0,0,0,0,,1,,0,1
29.84,18.55,2023-04-10,40700,2,직거래,0,1150010300110180016,1,0,0,0,0,1,0,0,0,0,,1,,0,1
63.21,26.832,2023-04-10,22500,2,중개거래,1,1150010300104100234,1,0,0,0,0,1,0,0,0,0,,22,,1,0
35.04,19.673,2023-04-10,15500,3,중개거래,1,1150010300101020251,1,0,0,0,0,1,0,0,0,0,,28,,1,0
49.68,24.21,2023-04-10,24000,5,중개거래,0,1150010300103960025,1,0,0,0,0,1,0,0,0,0,,21,,1,0
60.25,30.44,2023-04-10,31000,2,직거래,0,1150010300101020014,1,0,0,0,0,1,0,0,0,0,,21,,0,1
75.01,36.244,2023-04-10,30000,3,중개거래,1,1150010300103820058,1,0,0,0,0,1,0,0,0,0,,22,,1,0
46.14,27.77,2023-04-09,24000,5,중개거래,0,1150010300108670020,1,0,0,0,0,1,0,0,0,0,,8,,1,0
30.15,18.66,2023-04-09,24000,6,중개거래,1,1150010300103520038,1,0,0,0,0,1,0,0,0,0,,8,,1,0
58.87,33.07,2023-04-08,35000,6,중개거래,1,1150010300110420011,1,0,0,0,0,1,0,0,0,0,,5,,1,0
59.92,32.42,2023-04-08,21000,1,중개거래,0,1150010300104090214,1,0,0,0,0,1,0,0,0,0,,22,,1,0
29.68,18.46,2023-04-08,28400,2,직거래,0,1150010300101020092,1,0,0,0,0,1,0,0,0,0,,1,,0,1
28.76,11.08,2023-04-08,43900,9,직거래,0,1150010300103720073,1,0,0,0,0,1,0,0,0,0,,1,,0,1
50.37,24.8,2023-04-08,8500,-1,중개거래,1,1150010300104880045,1,0,0,0,0,1,0,0,0,0,,15,,1,0
67.22,37.36,2023-04-08,30000,3,중개거래,1,1150010300103410044,1,0,0,0,0,1,0,0,0,0,,14,,1,0
60.42,25.63,2023-04-07,20000,3,중개거래,1,1150010300108690005,1,0,0,0,0,1,0,0,0,0,,21,,1,0
49.54,29.66,2023-04-07,31000,3,중개거래,1,1150010300103800007,1,0,0,0,0,1,0,0,0,0,,7,,1,0
36.99,14.21,2023-04-07,20000,7,중개거래,1,1150010300100290041,1,0,0,0,0,1,0,0,0,0,,11,,1,0
49.22,22.63,2023-04-06,15700,1,중개거래,1,1150010300104080072,1,0,0,0,0,1,0,0,0,0,,27,,1,0
67.8,30.24,2023-04-06,28000,1,중개거래,1,1150010300101020351,1,0,0,0,0,1,0,0,0,0,,15,,1,0
47.98,26.973,2023-04-05,28000,2,중개거래,1,1150010300103850018,1,0,0,0,0,1,0,0,0,0,,12,,1,0
61.2,34.66,2023-04-05,35000,4,중개거래,1,1150010300110470039,1,0,0,0,0,1,0,0,0,0,,21,,1,0
29.79,19.22,2023-04-05,19500,2,중개거래,1,1150010300100290015,1,0,0,0,0,1,0,0,0,0,,10,,1,0
41.76,48.37,2023-04-05,21000,1,중개거래,1,1150010300100730105,1,0,0,0,0,1,0,0,0,0,,33,,1,0
59.66,34.05,2023-04-05,27500,4,중개거래,1,1150010300110700005,1,0,0,0,0,1,0,0,0,0,,19,,1,0
102.17,85.34,2023-04-05,35000,2,직거래,0,1150010300111280026,1,0,0,0,0,1,0,0,0,0,,40,,0,1
29.86,20.85,2023-04-04,43900,6,직거래,0,1150010300108220003,1,0,0,0,0,1,0,0,0,0,,1,,0,1
55.2,26.71,2023-04-04,25000,3,중개거래,1,1150010300110810025,1,0,0,0,0,1,0,0,0,0,,21,,1,0
65.64,31.91,2023-04-04,27500,1,중개거래,1,1150010300104080067,1,0,0,0,0,1,0,0,0,0,,21,,1,0
53.35,31.5381,2023-04-04,20500,3,중개거래,1,1150010300108650003,1,0,0,0,0,1,0,0,0,0,,22,,1,0
20.42,14.25,2023-04-04,32200,5,직거래,0,1150010300108220003,1,0,0,0,0,1,0,0,0,0,,1,,0,1
65.92,32.93,2023-04-03,28000,2,중개거래,1,1150010300108050010,1,0,0,0,0,1,0,0,0,0,,13,,1,0
35.78,17.63,2023-04-03,9000,-1,중개거래,0,1150010300100560435,1,0,0,0,0,1,0,0,0,0,,21,,1,0
32.89,27.5,2023-04-03,15200,2,중개거래,1,1150010300100560070,1,0,0,0,0,1,0,0,0,0,,33,,1,0
59.93,36.74,2023-04-03,21000,4,중개거래,1,1150010300101670047,1,0,0,0,0,1,0,0,0,0,,22,,1,0
37.52,29.6833,2023-04-03,16500,1,중개거래,1,1150010300103490028,1,0,0,0,0,1,0,0,0,0,,37,,1,0
48.01,31.54,2023-04-03,21700,1,중개거래,1,1150010300101600033,1,0,0,0,0,1,0,0,0,0,,14,,1,0
34.55,20.4025,2023-04-03,24000,3,중개거래,1,1150010300103570016,1,0,0,0,0,1,0,0,0,0,,10,,1,0
27.73,17.546,2023-04-03,17500,5,중개거래,1,1150010300103670024,1,0,0,0,0,1,0,0,0,0,,11,,1,0
40.11,23.4,2023-04-01,15900,5,중개거래,1,1150010300100460018,1,0,0,0,0,1,0,0,0,0,,15,,1,0
50.45,22.12,2023-04-01,16000,4,직거래,0,1150010300108660014,1,0,0,0,0,1,0,0,0,0,,21,,0,1
13.175,5.751,2023-03-31,5000,6,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,4,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,4,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,4,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.386,5.842,2023-03-31,5000,4,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,5,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,5,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,5,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.386,5.842,2023-03-31,5000,5,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,6,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,6,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.386,5.842,2023-03-31,5000,6,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,7,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,7,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.386,5.842,2023-03-31,5000,7,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
13.175,5.751,2023-03-31,5000,7,직거래,0,1150010300109240031,1,0,0,0,0,1,0,0,0,0,,12,,0,1
64.57,27.31,2023-03-31,24000,2,중개거래,1,1150010300101050035,1,0,0,0,0,1,0,0,0,0,,23,,1,0
35.37,28.67,2023-03-31,17600,-1,중개거래,1,1150010300110330049,1,0,0,0,0,1,0,0,0,0,,32,,1,0
52.65,25.68,2023-03-31,26500,3,중개거래,1,1150010300103410043,1,0,0,0,0,1,0,0,0,0,,23,,1,0
63.44,40.3,2023-03-31,29500,2,중개거래,1,1150010300101050032,1,0,0,0,0,1,0,0,0,0,,16,,1,0
47.73,20.26,2023-03-31,14000,-1,중개거래,1,1150010300100560010,1,0,0,0,0,1,0,0,0,0,,21,,1,0
29.92,22.75,2023-03-31,19900,4,중개거래,1,1150010300109970025,1,0,0,0,0,1,0,0,0,0,,7,,1,0
26.09,16.22,2023-03-30,24800,2,직거래,0,1150010300101020092,1,0,0,0,0,1,0,0,0,0,,1,,0,1
30.58,18.37,2023-03-30,22700,3,직거래,0,1150010300108030002,1,0,0,0,0,1,0,0,0,0,,7,,0,1
41.51,29.21,2023-03-30,29500,3,중개거래,1,1150010300110180024,1,0,0,0,0,1,0,0,0,0,,8,,1,0
47.06,23.09,2023-03-30,15900,4,중개거래,0,1150010300107720034,1,0,0,0,0,1,0,0,0,0,,21,,1,0
40.805,25.75,2023-03-30,36300,5,중개거래,0,1150010300103530015,1,0,0,0,0,1,0,0,0,0,,9,,1,0
29.85,15.8653,2023-03-29,19100,4,직거래,0,1150010300104000095,1,0,0,0,0,1,0,0,0,0,,11,,0,1
20.77,13.96,2023-03-29,29900,2,직거래,0,1150010300103720037,1,0,0,0,0,1,0,0,0,0,,1,,0,1
20.77,13.96,2023-03-28,29900,2,직거래,0,1150010300103720037,1,0,0,0,0,1,0,0,0,0,,1,,0,1
39.99,23.47,2023-03-28,23000,4,직거래,0,1150010300110160017,1,0,0,0,0,1,0,0,0,0,,9,,0,1
40.65,20.14,2023-03-28,17000,4,중개거래,1,1150010300103690021,1,0,0,0,0,1,0,0,0,0,,30,,1,0
53.8,23.48,2023-03-28,24300,1,중개거래,1,1150010300109740007,1,0,0,0,0,1,0,0,0,0,,21,,1,0
33.15,24.31,2023-03-28,11950,-1,중개거래,1,1150010300110320010,1,0,0,0,0,1,0,0,0,0,,33,,1,0
48.45,31.18,2023-03-28,34000,6,중개거래,1,1150010300104240008,1,0,0,0,0,1,0,0,0,0,,6,,1,0
56.43,27.18,2023-03-28,18000,1,직거래,0,1150010300100460149,1,0,0,0,0,1,0,0,0,0,,21,,0,1
45.38,22.25,2023-03-28,29500,4,직거래,0,1150010300104030003,1,0,0,0,0,1,0,0,0,0,,22,,0,1
26.67,16.65,2023-03-27,20500,3,중개거래,1,1150010300103970024,1,0,0,0,0,1,0,0,0,0,,10,,1,0
20.46,7.88,2023-03-27,33900,8,직거래,0,1150010300103720073,1,0,0,0,0,1,0,0,0,0,,1,,0,1
66.82,34.08,2023-03-27,19500,-1,중개거래,1,1150010300109550003,1,0,0,0,0,1,0,0,0,0,,30,,1,0
49.03,23.1375,2023-03-27,17600,5,중개거래,1,1150010300110850001,1,0,0,0,0,1,0,0,0,0,,21,,1,0
17.12,10.55,2023-03-27,19300,6,중개거래,1,1150010300103510016,1,0,0,0,0,1,0,0,0,0,,7,,1,0
27.65,17.419,2023-03-25,18200,2,중개거래,1,1150010300103700016,1,0,0,0,0,1,0,0,0,0,,8,,1,0
61.44,30.687,2023-03-25,28500,2,중개거래,1,1150010300103460020,1,0,0,0,0,1,0,0,0,0,,24,,1,0
25.33,15.41,2023-03-25,18300,5,중개거래,1,1150010300110820025,1,0,0,0,0,1,0,0,0,0,,10,,1,0
52.86,33.35,2023-03-24,23000,2,중개거래,1,1150010300103400014,1,0,0,0,0,1,0,0,0,0,,15,,1,0
28.52,19.17,2023-03-24,37200,3,직거래,0,1150010300103720037,1,0,0,0,0,1,0,0,0,0,,1,,0,1
28.6,19.23,2023-03-24,39900,5,직거래,0,1150010300103720037,1,0,0,0,0,1,0,0,0,0,,1,,0,1
20.77,13.96,2023-03-24,29900,3,직거래,0,1150010300103720037,1,0,0,0,0,1,0,0,0,0,,1,,0,1
71.74,37.01,2023-03-24,19500,1,중개거래,1,1150010300103920025,1,0,0,0,0,1,0,0,0,0,,32,,1,0
40.56,20.44,2023-03-24,16800,3,중개거래,1,1150010300100460040,1,0,0,0,0,1,0,0,0,0,,20,,1,0
46.96,28.43,2023-03-23,17900,1,중개거래,1,1150010300103390017,1,0,0,0,0,1,0,0,0,0,,23,,1,0
39.24,27.0,2023-03-23,11000,-1,직거래,0,1150010300109240004,1,0,0,0,0,1,0,0,0,0,,37,,0,1
53.14,29.88,2023-03-23,23400,3,중개거래,1,1150010300103960003,1,0,0,0,0,1,0,0,0,0,,11,,1,0
51.33,30.68,2023-03-22,44850,6,중개거래,1,1150010300108770008,1,0,0,0,0,1,0,0,0,0,,6,,1,0
42.88,17.54,2023-03-22,19000,4,중개거래,1,1150010300103720054,1,0,0,0,0,1,0,0,0,0,,11,,1,0
54.52,29.93,2023-03-22,14000,-1,직거래,0,1150010300103600006,1,0,0,0,0,1,0,0,0,0,,31,,0,1
40.5,25.538,2023-03-22,15300,2,중개거래,1,1150010300103660042,1,0,0,0,0,1,0,0,0,0,,27,,1,0
23.46,14.59,2023-03-21,34400,2,직거래,0,1150010300110180016,1,0,0,0,0,1,0,0,0,0,,1,,0,1
59.86,34.52,2023-03-21,15500,-1,중개거래,1,1150010300101530009,1,0,0,0,0,1,0,0,0,0,,23,,1,0
60.52,31.43,2023-03-21,22500,1,중개거래,1,1150010300100460112,1,0,0,0,0,1,0,0,0,0,,23,,1,0
50.4,24.97,2023-03-21,17200,4,직거래,0,1150010300103690029,1,0,0,0,0,1,0,0,0,0,,23,,0,1
28.14,16.6,2023-03-20,24200,3,중개거래,1,1150010300110820005,1,0,0,0,0,1,0,0,0,0,,5,,1,0
41.24,20.25,2023-03-20,17700,3,중개거래,1,1150010300101020109,1,0,0,0,0,1,0,0,0,0,,21,,1,0
63.04,27.16,2023-03-20,19200,-1,중개거래,1,1150010300103940010,1,0,0,0,0,1,0,0,0,0,,21,,1,0
29.48,19.38,2023-03-20,26900,4,직거래,0,1150010300105040020,1,0,0,0,0,1,0,0,0,0,,4,,0,1
40.72,22.64,2023-03-18,19850,5,중개거래,1,1150010300103410044,1,0,0,0,0,1,0,0,0,0,,14,,1,0
50.62,31.4,2023-03-18,27000,3,중개거래,1,1150010300103460064,1,0,0,0,0,1,0,0,0,0,,8,,1,0
29.09,16.65,2023-03-18,21500,6,중개거래,1,1150010300104030014,1,0,0,0,0,1,0,0,0,0,,6,,1,0
62.97,27.9,2023-03-18,23000,4,중개거래,1,1150010300104230015,1,0,0,0,0,1,0,0,0,0,,23,,1,0
56.76,34.26,2023-03-17,20000,3,중개거래,1,1150010300101020141,1,0,0,0,0,1,0,0,0,0,,22,,1,0
60.26,33.724,2023-03-17,22000,2,중개거래,1,1150010300101660029,1,0,0,0,0,1,0,0,0,0,,25,,1,0
35.11,23.44,2023-03-17,23500,3,중개거래,0,1150010300107880018,1,0,0,0,0,1,0,0,0,0,,9,,1,0
27.98,17.4,2023-03-17,29300,3,직거래,0,1150010300101020092,1,0,0,0,0,1,0,0,0,0,,1,,0,1
25.57,18.87,2023-03-17,32000,3,직거래,0,1150010300109750016,1,0,0,0,0,1,0,0,0,0,,0,,0,1
61.84,31.19,2023-03-17,14800,-1,중개거래,1,1150010300103510015,1,0,0,0,0,1,0,0,0,0,,27,,1,0
54.04,25.22,2023-03-17,19000,3,직거래,0,1150010300101050416,1,0,0,0,0,1,0,0,0,0,,20,,0,1
25.7,16.67,2023-03-16,20500,3,중개거래,1,1150010300100240272,1,0,0,0,0,1,0,0,0,0,,6,,1,0
37.13,22.221,2023-03-16,24000,3,중개거래,1,1150010300111200002,1,0,0,0,0,1,0,0,0,0,,7,,1,0
42.83,20.02,2023-03-16,9860,-1,중개거래,0,1150010300100560237,1,0,0,0,0,1,0,0,0,0,,21,,1,0
24.0,16.537,2023-03-16,20500,5,직거래,0,1150010300103670012,1,0,0,0,0,1,0,0,0,0,,6,,0,1
33.48,15.88,2023-03-15,8000,1,직거래,0,1150010300103920005,1,0,0,0,0,1,0,0,0,0,,29,,0,1
27.01,13.43,2023-03-15,36000,8,중개거래,0,1150010300104250022,1,0,0,0,0,1,0,0,0,0,,8,,1,0
64.21,31.34,2023-03-15,14000,-1,중개거래,1,1150010300104080031,1,0,0,0,0,1,0,0,0,0,,23,,1,0
31.15,21.3,2023-03-15,25500,6,중개거래,1,1150010300109560002,1,0,0,0,0,1,0,0,0,0,,9,,1,0
55.14,30.5561,2023-03-15,17500,5,중개거래,1,1150010300103300021,1,0,0,0,0,1,0,0,0,0,,13,,1,0
53.79,31.6,2023-03-15,20000,6,직거래,0,1150010300103710043,1,0,0,0,0,1,0,0,0,0,,12,,0,1
64.21,31.34,2023-03-15,14000,-1,중개거래,1,1150010300104080031,1,0,0,0,0,1,0,0,0,0,,23,,1,0
59.81,33.0,2023-03-14,22500,3,중개거래,1,1150010300109310007,1,0,0,0,0,1,0,0,0,0,,29,,1,0
40.44,26.31,2023-03-14,26000,5,중개거래,1,1150010300111630000,1,0,0,0,0,1,0,0,0,0,,10,,1,0
26.65,12.61,2023-03-14,34700,2,직거래,0,1150010300108880009,1,0,0,0,0,1,0,0,0,0,,0,,0,1
23.55,12.8,2023-03-14,17000,4,직거래,0,1150010300103670067,1,0,0,0,0,1,0,0,0,0,,11,,0,1
40.56,20.44,2023-03-14,14300,3,직거래,0,1150010300100460040,1,0,0,0,0,1,0,0,0,0,,20,,0,1
60.9,30.25,2023-03-14,23000,1,중개거래,1,1150010300103460028,1,0,0,0,0,1,0,0,0,0,,30,,1,0
39.21,23.17,2023-03-14,18000,2,중개거래,1,1150010300100560179,1,0,0,0,0,1,0,0,0,0,,11,,1,0
59.64,31.58,2023-03-13,20000,4,중개거래,1,1150010300100560105,1,0,0,0,0,1,0,0,0,0,,12,,1,0
26.93,18.84,2023-03-13,24700,4,직거래,0,1150010300103620079,1,0,0,0,0,1,0,0,0,0,,4,,0,1
49.27,30.03,2023-03-13,22800,2,중개거래,1,1150010300110850025,1,0,0,0,0,1,0,0,0,0,,11,,1,0
33.71,25.12,2023-03-12,26800,6,중개거래,1,1150010300109800023,1,0,0,0,0,1,0,0,0,0,,11,,1,0
59.52,25.59,2023-03-11,20000,1,중개거래,1,1150010300109840004,1,0,0,0,0,1,0,0,0,0,,22,,1,0
26.85,16.58,2023-03-11,23000,5,중개거래,1,1150010300103540076,1,0,0,0,0,1,0,0,0,0,,6,,1,0
58.97,35.68,2023-03-11,18500,1,중개거래,1,1150010300100560395,1,0,0,0,0,1,0,0,0,0,,27,,1,0
36.45,29.0,2023-03-11,14700,2,중개거래,1,1150010300100560077,1,0,0,0,0,1,0,0,0,0,,34,,1,0
27.21,16.64,2023-03-11,33500,3,직거래,0,1150010300103550041,1,0,0,0,0,1,0,0,0,0,,1,,0,1
38.6,21.77,2023-03-10,16500,4,중개거래,1,1150010300103790040,1,0,0,0,0,1,0,0,0,0,,20,,1,0
64.07,29.95,2023-03-10,24000,5,중개거래,0,1150010300103790067,1,0,0,0,0,1,0,0,0,0,,21,,1,0
27.93,20.73,2023-03-10,9500,-1,직거래,0,1150010300104080093,1,0,0,0,0,1,0,0,0,0,,37,,0,1
59.63,28.0,2023-03-10,22250,2,중개거래,1,1150010300105040161,1,0,0,0,0,1,0,0,0,0,,20,,1,0
56.52,34.9596,2023-03-10,27500,3,중개거래,1,1150010300108050013,1,0,0,0,0,1,0,0,0,0,,11,,1,0
52.86,33.35,2023-03-10,23800,3,중개거래,1,1150010300103400014,1,0,0,0,0,1,0,0,0,0,,15,,1,0
40.44,25.3,2023-03-10,24500,2,중개거래,1,1150010300108030006,1,0,0,0,0,1,0,0,0,0,,8,,1,0
53.91,33.3452,2023-03-09,27000,2,중개거래,1,1150010300108050013,1,0,0,0,0,1,0,0,0,0,,11,,1,0
21.78,16.06,2023-03-09,31500,6,직거래,0,1150010300109750016,1,0,0,0,0,1,0,0,0,0,,0,,0,1
45.06,25.62,2023-03-09,30000,3,직거래,0,1150010300110590026,1,0,0,0,0,1,0,0,0,0,,7,,0,1
40.5,25.538,2023-03-08,12700,2,중개거래,0,1150010300103660042,1,0,0,0,0,1,0,0,0,0,,27,,1,0
59.46,39.46,2023-03-08,20600,1,중개거래,1,1150010300103960014,1,0,0,0,0,1,0,0,0,0,,32,,1,0
37.4,19.32,2023-03-08,20600,5,중개거래,1,1150010300109970015,1,0,0,0,0,1,0,0,0,0,,12,,1,0
30.66,18.41,2023-03-08,13800,4,중개거래,1,1150010300103820024,1,0,0,0,0,1,0,0,0,0,,22,,1,0
22.9,15.34,2023-03-07,16500,5,직거래,0,1150010300108760017,1,0,0,0,0,1,0,0,0,0,,9,,0,1
60.59,33.56,2023-03-07,25700,3,중개거래,1,1150010300100700038,1,0,0,0,0,1,0,0,0,0,,19,,1,0
39.35,24.801,2023-03-07,22200,4,중개거래,1,1150010300108690002,1,0,0,0,0,1,0,0,0,0,,8,,1,0
25.1,19.11,2023-03-07,36900,3,직거래,0,1150010300109690005,1,0,0,0,0,1,0,0,0,0,,1,,0,1
