PNU,계약일자,전월세구분,전용면적(㎡),보증금(만원),보증금_증감률(%),월세금(만원),전세_환산가(만원),층,계약기간_일수,계약구분,종전계약 보증금(만원),종전계약 월세(만원),건축연령
1150010300111310023,2023-03-08,전세,22.38,18000,-9.77,0,18000.0,6,731.0,0,"19,950",0.0,5
1150010300103720037,2023-03-07,전세,20.77,28900,,0,28900.0,2,731.0,1,,,1
1150010300111280010,2023-03-07,전세,41.95,21000,-8.7,0,21000.0,3,731.0,0,"23,000",0.0,11
1150010300110160002,2023-03-07,월세,32.4,8000,,11,8264.36,2,731.0,1,,,21
1150010300100500009,2023-03-07,월세,40.76,5000,,80,6922.63,6,731.0,1,,,8
1150010300103460008,2023-03-07,전세,56.04,22900,,0,22900.0,4,731.0,1,,,20
1150010300103460008,2023-03-07,전세,56.04,21700,,0,21700.0,4,731.0,1,,,20
1150010300103910017,2023-03-07,전세,58.68,17000,,0,17000.0,4,731.0,1,,,22
1150010300103920001,2023-03-07,월세,54.27,16000,0.0,5,16120.16,1,731.0,0,"16,000",0.0,28
1150010300103910017,2023-03-07,전세,58.68,17000,,0,17000.0,4,,1,,,22
1150010300111280009,2023-03-07,전세,26.52,29900,0.0,0,29900.0,6,550.0,0,"29,900",0.0,3
1150010300100500068,2023-03-07,전세,29.99,17000,,0,17000.0,6,731.0,1,,,5
1150010300108030002,2023-03-07,전세,30.01,18400,,0,18400.0,3,731.0,1,,,7
1150010300108030002,2023-03-07,전세,30.01,18400,,0,18400.0,3,,1,,,7
1150010300108670006,2023-03-07,전세,59.67,17000,,0,17000.0,2,731.0,1,,,21
1150010300101600004,2023-03-07,전세,50.4,15500,,0,15500.0,2,731.0,1,,,32
1150010300103460021,2023-03-07,전세,72.57,24500,,0,24500.0,3,731.0,1,,,16
1150010300103720037,2023-03-07,전세,20.77,28900,,0,28900.0,2,731.0,1,,,1
1150010300108690001,2023-03-06,전세,29.9,19780,,0,19780.0,5,731.0,1,,,4
1150010300104300022,2023-03-06,월세,63.75,5000,,40,5961.32,-1,731.0,1,,,25
1150010300104300022,2023-03-06,월세,63.75,5000,,40,5961.32,-1,731.0,1,,,25
1150010300101550020,2023-03-06,전세,58.0,15500,,0,15500.0,2,731.0,1,,,22
1150010300103920054,2023-03-06,월세,61.19,10000,,25,10600.82,-1,731.0,1,,,21
1150010300111340007,2023-03-06,전세,52.2,15000,6.38,0,15000.0,3,731.0,0,"14,100",0.0,38
1150010300111020019,2023-03-06,전세,41.31,14700,5.0,0,14700.0,2,731.0,0,"14,000",0.0,37
1150010300109730009,2023-03-06,전세,42.33,14500,,0,14500.0,3,731.0,1,,,20
1150010300100460177,2023-03-06,전세,60.47,17600,,0,17600.0,2,731.0,1,,,21
1150010300101020048,2023-03-06,전세,63.1,16000,0.0,0,16000.0,2,,0,"16,000",0.0,21
1150010300101050130,2023-03-06,전세,48.89,20000,,0,20000.0,3,731.0,1,,,15
1150010300100560370,2023-03-06,전세,43.66,20000,,0,20000.0,2,731.0,1,,,7
1150010300110380004,2023-03-06,전세,25.77,22400,1.82,0,22400.0,6,731.0,0,"22,000",0.0,5
1150010300101610036,2023-03-06,전세,28.06,16880,,0,16880.0,2,731.0,1,,,7
1150010300108690033,2023-03-06,월세,36.57,12000,,10,12240.33,2,731.0,1,,,32
1150010300103790036,2023-03-06,전세,29.97,19500,,0,19500.0,3,731.0,1,,,7
1150010300103720037,2023-03-06,전세,28.52,36200,,0,36200.0,3,731.0,1,,,1
1150010300103460022,2023-03-06,월세,23.39,10000,,32,10769.05,3,731.0,1,,,7
1150010300103790036,2023-03-06,전세,29.97,19500,,0,19500.0,3,,1,,,7
1150010300100460305,2023-03-06,전세,49.71,15000,,0,15000.0,2,731.0,1,,,28
1150010300103510017,2023-03-06,전세,31.17,18500,,0,18500.0,6,731.0,1,,,7
1150010300107970001,2023-03-05,전세,112.54,31500,0.0,0,31500.0,4,700.0,0,"31,500",0.0,27
1150010300110100013,2023-03-05,전세,53.5,22000,,0,22000.0,1,731.0,1,,,21
1150010300108670008,2023-03-05,전세,59.87,22000,2.33,0,22000.0,2,731.0,0,"21,500",0.0,24
1150010300103930009,2023-03-04,월세,46.81,4000,,100,6403.29,4,731.0,1,,,6
1150010300101540013,2023-03-04,전세,59.76,17825,2.89,0,17825.0,3,731.0,0,"17,325",0.0,16
1150010300103970006,2023-03-04,전세,27.57,16500,0.0,0,16500.0,6,335.0,0,"16,500",0.0,7
1150010300101580020,2023-03-04,전세,63.6,20000,,0,20000.0,2,,1,,,21
1150010300100240275,2023-03-04,전세,44.54,25900,-7.17,0,25900.0,2,731.0,0,"27,900",0.0,5
1150010300108270032,2023-03-04,전세,26.49,14000,0.0,0,14000.0,6,731.0,0,"14,000",0.0,9
1150010300108300002,2023-03-04,전세,38.52,24500,2.08,0,24500.0,6,731.0,0,"24,000",0.0,5
1150010300110140039,2023-03-04,전세,57.03,19000,,0,19000.0,3,731.0,1,,,21
1150010300101600016,2023-03-04,월세,31.16,13000,,10,13240.33,2,731.0,1,,,13
1150010300101630010,2023-03-04,전세,59.79,12500,,0,12500.0,-1,,1,,,22
1150010300108700040,2023-03-04,전세,71.6,15600,,0,15600.0,3,,1,,,31
1150010300104000088,2023-03-04,전세,43.59,20000,,0,20000.0,2,731.0,1,,,7
1150010300104000088,2023-03-04,전세,43.59,20000,,0,20000.0,2,731.0,1,,,7
1150010300111710000,2023-03-04,월세,39.3,4000,,140,7364.6,4,731.0,1,,,1
1150010300101530003,2023-03-04,전세,45.3,9500,,0,9500.0,-1,731.0,1,,,30
1150010300103370018,2023-03-04,전세,51.85,17000,0.0,0,17000.0,4,731.0,0,"17,000",0.0,29
1150010300100610053,2023-03-03,전세,29.88,17200,,0,17200.0,2,731.0,1,,,7
1150010300100950047,2023-03-03,월세,28.16,12000,,40,12961.32,5,731.0,1,,,0
1150010300104080029,2023-03-03,전세,57.8,20000,,0,20000.0,3,731.0,1,,,13
1150010300104100120,2023-03-03,전세,64.06,17100,,0,17100.0,1,731.0,1,,,21
1150010300104080029,2023-03-03,전세,57.8,20000,,0,20000.0,3,731.0,1,,,13
1150010300103920021,2023-03-03,전세,29.99,18000,,0,18000.0,3,731.0,1,,,7
1150010300109830003,2023-03-03,전세,27.56,14000,0.0,0,14000.0,4,366.0,0,"14,000",0.0,12
1150010300100560487,2023-03-03,전세,40.29,14000,,0,14000.0,4,731.0,1,,,20
1150010300100560487,2023-03-03,전세,40.29,14000,,0,14000.0,4,,1,,,20
1150010300105040204,2023-03-03,전세,41.34,13500,,0,13500.0,4,,1,,,20
1150010300110490019,2023-03-03,전세,28.4,18000,,0,18000.0,5,731.0,1,,,7
1150010300103510036,2023-03-03,전세,29.82,10000,,0,10000.0,4,731.0,1,,,3
1150010300110850005,2023-03-03,전세,49.86,18600,,0,18600.0,2,731.0,1,,,16
1150010300103720037,2023-03-03,전세,20.77,28900,,0,28900.0,3,731.0,1,,,1
1150010300103660050,2023-03-03,전세,29.38,23000,,0,23000.0,2,731.0,1,,,3
1150010300103790036,2023-03-03,월세,29.31,19400,,12,19688.39,4,731.0,1,,,7
1150010300104100080,2023-03-02,전세,73.56,20000,,0,20000.0,3,731.0,1,,,14
1150010300108300002,2023-03-02,전세,38.52,25000,4.17,0,25000.0,5,731.0,0,"24,000",0.0,5
1150010300110160011,2023-03-02,전세,76.87,23500,42.42,0,23500.0,5,731.0,0,"16,500",0.0,14
1150010300110450015,2023-03-02,전세,42.7,26000,,0,26000.0,3,,1,,,7
1150010300101630028,2023-03-02,전세,28.24,15120,,0,15120.0,5,731.0,1,,,9
1150010300103480016,2023-03-02,전세,23.97,37500,,0,37500.0,6,731.0,1,,,1
1150010300103480016,2023-03-02,전세,20.45,32500,,0,32500.0,6,731.0,1,,,1
1150010300110780022,2023-03-02,전세,29.04,18500,1.09,0,18500.0,2,731.0,0,"18,300",0.0,8
1150010300103530033,2023-03-02,전세,71.96,23680,,0,23680.0,3,731.0,1,,,16
1150010300101110104,2023-03-02,전세,40.02,15200,,0,15200.0,5,731.0,1,,,13
1150010300101110104,2023-03-02,전세,40.02,16000,,0,16000.0,4,731.0,1,,,13
1150010300101110104,2023-03-02,전세,40.02,16000,,0,16000.0,4,731.0,1,,,13
1150010300101110104,2023-03-02,전세,40.02,15200,,0,15200.0,5,731.0,1,,,13
1150010300103540018,2023-03-01,전세,29.97,38900,,0,38900.0,2,731.0,1,,,1
1150010300103720073,2023-03-01,전세,28.76,42900,,0,42900.0,9,731.0,1,,,1
1150010300103530033,2023-03-01,전세,71.96,23680,,0,23680.0,3,,1,,,16
1150010300103460093,2023-03-01,월세,24.47,15600,,10,15840.33,4,731.0,1,,,7
1150010300103550041,2023-03-01,전세,21.36,28500,,0,28500.0,3,731.0,1,,,1
1150010300103530033,2023-03-01,전세,71.96,24000,,0,24000.0,3,,1,,,16
1150010300104760040,2023-03-01,전세,51.12,12000,,0,12000.0,1,,1,,,38
1150010300100730030,2023-03-01,월세,62.2,7000,,60,8441.97,2,731.0,1,,,28
1150010300103320019,2023-03-01,전세,64.66,18100,,0,18100.0,1,731.0,1,,,21
1150010300104090126,2023-03-01,전세,47.81,26000,,0,26000.0,6,731.0,1,,,6
1150010300101550008,2023-03-01,월세,80.55,21000,,10,21240.33,2,731.0,1,,,25
1150010300109570012,2023-03-01,전세,34.14,11300,,0,11300.0,2,,1,,,20
1150010300109750011,2023-03-01,전세,54.24,12500,,0,12500.0,-1,427.0,1,,,32
1150010300100550038,2023-03-01,전세,35.05,16000,,0,16000.0,4,731.0,1,,,11
1150010300100980123,2023-03-01,전세,47.82,18000,,0,18000.0,4,731.0,1,,,15
1150010300101050183,2023-03-01,전세,59.8,17500,,0,17500.0,3,731.0,1,,,23
1150010300101550008,2023-03-01,월세,80.55,21000,,10,21240.33,2,731.0,1,,,25
1150010300100980146,2023-03-01,전세,28.81,18700,,0,18700.0,2,731.0,1,,,5
1150010300108740007,2023-03-01,월세,22.06,7500,,8,7692.26,4,731.0,1,,,21
1150010300108510006,2023-03-01,전세,38.2,23000,0.0,0,23000.0,3,731.0,0,"23,000",0.0,7
1150010300101640011,2023-03-01,전세,56.28,19600,,0,19600.0,2,731.0,1,,,13
1150010300100950047,2023-02-28,월세,23.74,10000,,30,10720.99,3,731.0,1,,,0
1150010300100730093,2023-02-28,월세,27.23,5000,-73.68,80,6922.63,2,731.0,0,"19,000",0.0,7
1150010300108180008,2023-02-28,월세,52.5,5000,,50,6155.62,2,703.0,1,,,15
1150010300107870020,2023-02-28,전세,29.93,16500,,0,16500.0,3,731.0,1,,,9
1150010300107870020,2023-02-28,전세,29.93,16500,,0,16500.0,3,,1,,,9
1150010300103520059,2023-02-28,전세,51.06,15600,,0,15600.0,3,731.0,1,,,22
1150010300103520059,2023-02-28,전세,51.06,15600,,0,15600.0,3,,1,,,22
1150010300103670065,2023-02-28,월세,24.11,5000,,60,6441.97,6,731.0,1,,,6
1150010300103510020,2023-02-28,전세,27.68,21900,0.0,0,21900.0,3,731.0,0,"21,900",0.0,5
1150010300103710065,2023-02-28,전세,27.25,17100,,0,17100.0,7,,1,,,9
1150010300103530002,2023-02-28,전세,37.45,27900,,0,27900.0,2,731.0,1,,,4
1150010300103600002,2023-02-28,전세,25.23,19000,,0,19000.0,3,731.0,1,,,4
1150010300108240001,2023-02-27,전세,40.48,19000,,0,19000.0,2,,1,,,7
1150010300101110027,2023-02-27,전세,29.67,16200,,0,16200.0,3,,1,,,8
1150010300103410040,2023-02-27,전세,47.9,16590,5.0,0,16590.0,2,731.0,0,"15,800",0.0,15
1150010300100420082,2023-02-27,전세,16.92,12000,20.0,0,12000.0,4,731.0,0,"10,000",0.0,10
1150010300100560100,2023-02-27,전세,59.73,16000,,0,16000.0,3,,1,,,24
1150010300101630018,2023-02-27,전세,60.38,19960,,0,19960.0,2,731.0,1,,,15
1150010300108810001,2023-02-27,전세,36.2,18770,,0,18770.0,5,731.0,1,,,9
1150010300108470024,2023-02-27,전세,48.24,13650,5.0,0,13650.0,4,,0,"13,000",0.0,22
1150010300103620120,2023-02-27,전세,55.67,17000,,0,17000.0,3,731.0,1,,,21
1150010300103720066,2023-02-27,전세,67.98,14000,,0,14000.0,-1,731.0,1,,,29
1150010300103550037,2023-02-27,월세,31.68,17640,,7,17808.23,4,731.0,1,,,8
1150010300103660018,2023-02-27,전세,29.77,17800,-10.1,0,17800.0,2,731.0,0,"19,800",0.0,7
1150010300109090012,2023-02-27,전세,61.02,16000,21.95,0,16000.0,4,731.0,0,"13,120",0.0,30
1150010300103420043,2023-02-27,월세,61.01,19500,,10,19740.33,4,731.0,1,,,22
1150010300103930008,2023-02-26,전세,62.79,22000,4.76,0,22000.0,2,731.0,0,"21,000",0.0,13
1150010300103700005,2023-02-26,전세,21.65,34900,,0,34900.0,6,731.0,1,,,1
1150010300111210013,2023-02-25,전세,48.8,19800,,0,19800.0,4,731.0,1,,,12
1150010300100730105,2023-02-25,전세,36.36,7000,,0,7000.0,2,,1,,,33
1150010300101580003,2023-02-25,전세,43.42,12900,,0,12900.0,2,731.0,1,,,30
1150010300103410006,2023-02-25,전세,45.36,17000,0.0,0,17000.0,5,731.0,0,"17,000",0.0,22
1150010300103410043,2023-02-25,전세,64.8,20100,,0,20100.0,1,731.0,1,,,23
1150010300109970020,2023-02-25,전세,57.36,20000,,0,20000.0,3,731.0,1,,,19
1150010300109970020,2023-02-25,전세,57.36,20000,,0,20000.0,3,,1,,,19
1150010300100560287,2023-02-25,전세,27.04,8800,,0,8800.0,4,731.0,1,,,22
1150010300101430005,2023-02-25,전세,29.14,17900,,0,17900.0,7,731.0,1,,,7
1150010300100240034,2023-02-25,월세,37.12,11500,,15,11860.49,3,731.0,1,,,21
1150010300100290085,2023-02-25,월세,38.88,12900,-1.53,4,12996.13,5,731.0,0,"13,100",0.0,20
1150010300110330002,2023-02-25,전세,29.34,18900,,0,18900.0,3,731.0,1,,,5
1150010300110330002,2023-02-25,전세,29.34,18900,,0,18900.0,3,731.0,1,,,5
1150010300110810013,2023-02-25,전세,64.29,19000,,0,19000.0,3,731.0,1,,,20
1150010300110500008,2023-02-25,전세,16.97,17000,,0,17000.0,4,731.0,1,,,7
1150010300110700011,2023-02-24,전세,29.94,23000,,0,23000.0,14,731.0,1,,,3
1150010300101110111,2023-02-24,전세,29.02,16000,,0,16000.0,3,,1,,,7
1150010300101110111,2023-02-24,전세,29.02,16000,,0,16000.0,3,731.0,1,,,7
1150010300100730093,2023-02-24,월세,28.3,16800,,7,16968.23,3,731.0,1,,,7
1150010300101570021,2023-02-24,전세,28.85,24600,,0,24600.0,6,731.0,1,,,3
1150010300101580004,2023-02-24,월세,54.56,10000,,24,10552.33,-1,700.0,1,,,32
1150010300101570021,2023-02-24,전세,19.3,22000,,0,22000.0,5,731.0,1,,,3
1150010300103950006,2023-02-24,전세,29.89,26000,,0,26000.0,4,731.0,1,,,2
1150010300109750016,2023-02-24,월세,18.7,5000,,65,5780.0,5,365.0,1,,,0
1150010300109890013,2023-02-24,전세,28.07,22000,0.0,0,22000.0,5,731.0,0,"22,000",0.0,4
1150010300101020136,2023-02-24,전세,71.09,14400,,0,14400.0,-1,731.0,1,,,23
1150010300101020136,2023-02-24,전세,71.09,14400,,0,14400.0,-1,731.0,1,,,23
1150010300105040080,2023-02-24,전세,36.46,28800,0.0,0,28800.0,2,731.0,0,"28,800",0.0,5
1150010300108300002,2023-02-24,전세,36.49,25000,4.17,0,25000.0,3,731.0,0,"24,000",0.0,5
1150010300110070009,2023-02-24,전세,84.69,40000,-13.23,0,40000.0,2,731.0,0,"46,100",0.0,33
1150010300110450015,2023-02-24,전세,42.7,26000,1.96,0,26000.0,3,731.0,0,"25,500",0.0,7
1150010300103460093,2023-02-23,전세,27.29,16500,,0,16500.0,3,731.0,1,,,7
1150010300101520022,2023-02-23,전세,39.85,19000,,0,19000.0,3,,1,,,13
1150010300101020092,2023-02-23,전세,24.58,25000,,0,25000.0,4,731.0,1,,,1
1150010300101050384,2023-02-23,전세,60.11,24000,,0,24000.0,5,731.0,1,,,13
1150010300101050466,2023-02-23,전세,45.6,9371,5.0,0,9371.0,-1,731.0,0,"8,925",0.0,32
1150010300101020092,2023-02-23,전세,24.58,25000,,0,25000.0,4,,1,,,1
1150010300101050466,2023-02-23,전세,45.6,13200,4.76,0,13200.0,2,731.0,0,"12,600",0.0,32
1150010300101050207,2023-02-23,전세,29.9,16000,0.0,0,16000.0,3,731.0,0,"16,000",0.0,9
1150010300108820032,2023-02-23,전세,29.9,22500,,0,22500.0,6,731.0,1,,,6
1150010300103790002,2023-02-23,전세,42.01,23000,,0,23000.0,6,731.0,1,,,10
1150010300103530047,2023-02-23,전세,29.67,22900,,0,22900.0,3,731.0,1,,,3
1150010300109120003,2023-02-23,전세,25.25,16700,,0,16700.0,5,,1,,,6
1150010300111710000,2023-02-23,월세,29.17,3000,,110,5643.62,3,731.0,1,,,1
1150010300103670051,2023-02-23,전세,22.11,19900,,0,19900.0,6,731.0,1,,,5
1150010300111290028,2023-02-22,전세,40.25,14000,0.0,0,14000.0,5,731.0,0,"14,000",0.0,15
1150010300109980010,2023-02-22,전세,16.02,6615,,0,6615.0,6,731.0,1,,,11
1150010300109690005,2023-02-22,전세,25.1,34900,,0,34900.0,3,731.0,1,,,1
1150010300109560027,2023-02-22,전세,41.92,13000,,0,13000.0,2,731.0,1,,,28
1150010300100590007,2023-02-22,전세,55.98,15700,,0,15700.0,3,731.0,1,,,32
1150010300110450015,2023-02-22,전세,42.7,26000,,0,26000.0,3,,1,,,7
1150010300104550023,2023-02-22,전세,43.83,11500,4.55,0,11500.0,4,731.0,0,"11,000",0.0,23
1150010300104550026,2023-02-22,전세,38.22,11000,,0,11000.0,5,731.0,1,,,21
1150010300111710000,2023-02-22,월세,29.17,5000,,100,7403.29,5,731.0,1,,,1
1150010300111710000,2023-02-22,월세,32.11,5000,,120,7883.95,3,731.0,1,,,1
1150010300103530047,2023-02-22,전세,29.47,26500,,0,26500.0,3,,1,,,3
1150010300103700005,2023-02-21,전세,21.65,34900,,0,34900.0,6,731.0,1,,,1
1150010300104070013,2023-02-21,전세,42.46,24100,,0,24100.0,2,731.0,1,,,7
1150010300101550006,2023-02-21,전세,39.68,16800,,0,16800.0,4,,1,,,12
1150010300103400090,2023-02-21,전세,29.84,17000,,0,17000.0,2,731.0,1,,,9
1150010300103400090,2023-02-21,전세,29.84,18000,,0,18000.0,2,731.0,1,,,9
1150010300104070013,2023-02-21,전세,42.46,24100,,0,24100.0,2,,1,,,7
1150010300101550006,2023-02-21,전세,39.68,16800,5.0,0,16800.0,4,731.0,0,"16,000",0.0,12
1150010300109860024,2023-02-21,월세,16.74,12000,,10,12240.33,3,731.0,1,,,6
1150010300109980010,2023-02-21,전세,15.72,6615,5.0,0,6615.0,6,731.0,0,"6,300",0.0,11
1150010300109750016,2023-02-21,전세,18.77,24000,,0,24000.0,5,366.0,1,,,0
1150010300100240133,2023-02-21,월세,19.36,7000,,30,7720.99,5,731.0,1,,,11
1150010300100560106,2023-02-21,월세,48.19,10000,,47,11129.55,3,731.0,1,,,15
1150010300101050251,2023-02-21,월세,29.99,5000,,110,7643.62,2,731.0,1,,,2
1150010300101050199,2023-02-21,전세,59.8,16000,,0,16000.0,3,731.0,1,,,23
1150010300101050092,2023-02-21,전세,48.18,28800,,0,28800.0,3,731.0,1,,,21
1150010300110370003,2023-02-21,전세,39.61,17000,,0,17000.0,2,731.0,1,,,16
1150010300110320010,2023-02-21,월세,33.15,5000,,35,5841.15,1,731.0,1,,,33
1150010300108580001,2023-02-21,전세,38.22,25000,,0,25000.0,2,,1,,,8
1150010300103540068,2023-02-21,전세,42.34,23300,,0,23300.0,3,731.0,1,,,8
1150010300103540068,2023-02-21,전세,42.34,23300,,0,23300.0,3,,1,,,8
1150010300103680023,2023-02-21,전세,29.14,20550,0.0,0,20550.0,7,731.0,0,"20,550",0.0,5
1150010300103480041,2023-02-21,전세,59.36,26000,,0,26000.0,4,731.0,1,,,7
1150010300108180016,2023-02-20,월세,36.85,15200,0.0,3,15272.1,4,731.0,0,"15,200",0.0,13
1150010300110570008,2023-02-20,월세,64.58,8000,0.0,47,9129.55,1,731.0,0,"8,000",43.0,20
1150010300108770002,2023-02-20,전세,29.43,20500,,0,20500.0,4,731.0,1,,,5
1150010300104090074,2023-02-20,전세,51.6,17400,,0,17400.0,2,,1,,,21
1150010300111630000,2023-02-20,월세,35.59,10000,,55,11321.81,3,731.0,1,,,10
1150010300111070003,2023-02-20,전세,13.16,15200,,0,15200.0,13,731.0,1,,,5
1150010300111310023,2023-02-20,전세,24.24,19420,0.0,0,19420.0,2,731.0,0,"19,420",0.0,5
1150010300100240133,2023-02-20,월세,19.36,10000,,12,10288.39,6,731.0,1,,,11
1150010300100460020,2023-02-20,전세,59.72,17900,-3.24,0,17900.0,1,731.0,0,"18,500",0.0,19
1150010300100560062,2023-02-20,전세,48.5,7350,5.0,0,7350.0,-1,731.0,0,"7,000",0.0,20
1150010300108510009,2023-02-20,전세,28.615,17300,,0,17300.0,4,731.0,1,,,7
1150010300108700004,2023-02-20,전세,44.94,18000,,0,18000.0,6,,1,,,11
1150010300104520028,2023-02-20,전세,53.82,16500,3.12,0,16500.0,2,731.0,0,"16,000",0.0,22
1150010300103690067,2023-02-20,월세,40.81,16500,0.0,4,16596.13,2,731.0,0,"16,500",0.0,16
1150010300103660050,2023-02-20,전세,29.38,29900,0.0,0,29900.0,2,89.0,0,"29,900",0.0,3
1150010300103660050,2023-02-20,전세,29.82,27400,0.0,0,27400.0,3,,0,"27,400",0.0,3
1150010300104210048,2023-02-20,전세,26.67,18200,,0,18200.0,5,701.0,1,,,7
1150010300103530047,2023-02-20,전세,29.19,22800,,0,22800.0,4,,1,,,3
1150010300100460020,2023-02-20,월세,59.72,16100,-10.06,20,16580.0,1,730.0,0,"17,900",0.0,19
1150010300103550023,2023-02-20,월세,28.05,5000,,85,7042.79,2,731.0,1,,,1
1150010300108200027,2023-02-20,월세,29.88,8000,,10,8240.33,5,731.0,1,,,15
1150010300108050013,2023-02-20,전세,35.67,11000,,0,11000.0,5,731.0,1,,,11
1150010300110180016,2023-02-20,월세,29.97,12000,,70,13682.3,4,731.0,1,,,1
1150010300110170009,2023-02-20,전세,63.68,16000,,0,16000.0,5,731.0,1,,,21
1150010300110180016,2023-02-20,월세,29.97,12000,,70,13682.3,4,731.0,1,,,1
1150010300110170009,2023-02-20,전세,63.68,16000,,0,16000.0,5,731.0,1,,,21
1150010300103550023,2023-02-19,월세,28.05,5000,,85,7042.79,3,731.0,1,,,1
1150010300109680017,2023-02-19,전세,28.61,25150,,0,25150.0,3,,1,,,5
1150010300100730004,2023-02-19,전세,38.74,9200,4.55,0,9200.0,2,365.0,0,"8,800",0.0,20
1150010300101640004,2023-02-19,전세,50.72,10000,,0,10000.0,5,703.0,1,,,21
1150010300104000006,2023-02-19,전세,28.39,20000,,0,20000.0,3,731.0,1,,,5
1150010300103600002,2023-02-19,전세,25.52,19400,,0,19400.0,5,731.0,1,,,4
1150010300104000006,2023-02-19,전세,28.39,20000,,0,20000.0,3,731.0,1,,,5
1150010300104000006,2023-02-19,전세,28.39,20000,,0,20000.0,3,,1,,,5
1150010300109680017,2023-02-19,전세,28.61,25150,1.82,0,25150.0,3,731.0,0,"24,700",0.0,5
1150010300103790050,2023-02-18,전세,55.3,23300,,0,23300.0,3,731.0,1,,,13
1150010300103380016,2023-02-18,전세,40.96,22300,,0,22300.0,4,731.0,1,,,9
1150010300101560006,2023-02-18,전세,29.91,16400,,0,16400.0,4,731.0,1,,,8
1150010300104100020,2023-02-18,전세,45.81,9000,0.0,0,9000.0,-1,731.0,0,"9,000",0.0,31
1150010300103930007,2023-02-18,전세,56.06,19000,,0,19000.0,2,731.0,1,,,16
1150010300101050128,2023-02-18,전세,28.85,20400,,0,20400.0,5,731.0,1,,,4
1150010300100460350,2023-02-18,전세,50.765,14500,0.0,0,14500.0,2,366.0,0,"14,500",0.0,21
1150010300100560111,2023-02-18,전세,47.69,14700,0.0,0,14700.0,5,731.0,0,"14,700",0.0,19
1150010300100560486,2023-02-18,전세,43.45,9300,,0,9300.0,5,731.0,1,,,20
1150010300110180016,2023-02-18,전세,23.46,33900,,0,33900.0,3,,1,,,1
1150010300101670044,2023-02-18,전세,37.56,10500,5.0,0,10500.0,2,731.0,0,"10,000",0.0,32
1150010300108640045,2023-02-18,전세,33.62,19500,4.84,0,19500.0,6,731.0,0,"18,600",0.0,10
1150010300108640052,2023-02-18,전세,31.91,18600,4.49,0,18600.0,5,731.0,0,"17,800",0.0,9
1150010300108550027,2023-02-18,전세,28.81,11600,,0,11600.0,6,731.0,1,,,12
1150010300103620023,2023-02-18,전세,27.8,20000,,0,20000.0,5,731.0,1,,,3
1150010300103550014,2023-02-18,전세,41.54,27300,0.0,0,27300.0,4,700.0,0,"27,300",0.0,8
1150010300103720031,2023-02-18,전세,29.95,19400,,0,19400.0,2,731.0,1,,,5
1150010300109310013,2023-02-18,전세,43.59,12000,,0,12000.0,4,731.0,1,,,31
1150010300103950022,2023-02-17,전세,24.18,9500,,0,9500.0,3,,1,,,13
1150010300111310023,2023-02-17,전세,24.24,18522,,0,18522.0,2,731.0,1,,,5
1150010300109960010,2023-02-17,전세,58.93,22500,3.21,0,22500.0,1,731.0,0,"21,800",0.0,21
1150010300101020147,2023-02-17,전세,55.26,16000,,0,16000.0,1,731.0,1,,,23
1150010300100240619,2023-02-17,전세,45.73,12800,,0,12800.0,1,731.0,1,,,22
1150010300100460108,2023-02-17,전세,60.7,19400,0.0,0,19400.0,3,731.0,0,"19,400",0.0,28
1150010300100980076,2023-02-17,전세,27.52,16900,-0.59,0,16900.0,3,731.0,0,"17,000",0.0,9
1150010300105040080,2023-02-17,전세,25.64,18000,,0,18000.0,4,731.0,1,,,5
1150010300110180016,2023-02-17,월세,23.82,7000,,30,7178.52,3,181.0,1,,,1
1150010300103700033,2023-02-17,전세,56.23,23100,0.0,0,23100.0,3,731.0,0,"23,100",0.0,14
1150010300103590089,2023-02-17,전세,43.56,44000,,0,44000.0,6,731.0,1,,,1
1150010300110820025,2023-02-17,전세,35.95,20900,,0,20900.0,3,731.0,1,,,10
1150010300103660050,2023-02-17,전세,29.82,21500,,0,21500.0,3,731.0,1,,,3
1150010300103700033,2023-02-17,전세,56.23,23100,,0,23100.0,3,,1,,,14
1150010300110780024,2023-02-17,전세,49.06,29400,2.08,0,29400.0,2,731.0,0,"28,800",0.0,8
1150010300100770043,2023-02-16,전세,48.09,24822,,0,24822.0,2,731.0,1,,,6
1150010300101530007,2023-02-16,전세,26.33,17200,2.38,0,17200.0,5,731.0,0,"16,800",0.0,7
1150010300101570014,2023-02-16,전세,67.84,18000,,0,18000.0,1,731.0,1,,,21
1150010300111300007,2023-02-16,월세,43.92,6500,,20,6980.66,3,731.0,1,,,37
1150010300111310023,2023-02-16,전세,23.07,18390,,0,18390.0,3,731.0,1,,,5
1150010300100560065,2023-02-16,전세,33.18,9800,,0,9800.0,4,731.0,1,,,23
1150010300100590007,2023-02-16,전세,55.98,15500,,0,15500.0,2,731.0,1,,,32
1150010300107800012,2023-02-16,전세,29.53,27000,,0,27000.0,6,731.0,1,,,7
1150010300110450003,2023-02-16,전세,41.325,15000,0.0,0,15000.0,2,731.0,0,"15,000",0.0,16
1150010300110390036,2023-02-16,전세,49.3,25700,,0,25700.0,2,731.0,1,,,6
1150010300108690001,2023-02-16,전세,29.9,19780,,0,19780.0,6,731.0,1,,,4
1150010300103460093,2023-02-16,전세,29.6,19800,,0,19800.0,4,731.0,1,,,7
1150010300103670067,2023-02-16,전세,28.86,18900,0.0,0,18900.0,6,366.0,0,"18,900",0.0,11
