PNU,계약일자,전월세구분,전용면적(㎡),보증금(만원),보증금_증감률(%),월세금(만원),전세_환산가(만원),층,계약기간_일수,계약구분,종전계약 보증금(만원),종전계약 월세(만원),건축연령
1150010300110410016,2024-01-29,전세,29.39,18700,,0,18700.0,2,731.0,1,,,6
1150010300110360001,2024-01-29,전세,27.79,17000,,0,17000.0,2,730.0,1,,,6
1150010300104100036,2024-01-29,전세,70.74,16000,,0,16000.0,2,730.0,1,,,22
1150010300104100036,2024-01-29,전세,70.74,16000,,0,16000.0,2,,1,,,22
1150010300109950015,2024-01-29,전세,42.85,8000,,0,8000.0,-1,731.0,1,,,23
1150010300110980014,2024-01-29,월세,56.98,17000,,20,17480.66,5,731.0,1,,,12
1150010300100560473,2024-01-29,전세,51.36,13000,,0,13000.0,3,731.0,1,,,22
1150010300100560123,2024-01-29,월세,38.03,10800,,5,10920.16,3,731.0,1,,,33
1150010300105040040,2024-01-29,전세,29.94,20000,,0,20000.0,3,731.0,1,,,1
1150010300110140036,2024-01-29,전세,45.9,14200,,0,14200.0,2,730.0,1,,,22
1150010300108640045,2024-01-29,전세,35.9,17700,,0,17700.0,4,731.0,1,,,11
1150010300103550041,2024-01-29,전세,27.46,26000,,0,26000.0,5,731.0,1,,,2
1150010300110550017,2024-01-29,월세,27.91,8000,,80,9922.63,5,731.0,1,,,3
1150010300103550041,2024-01-29,전세,27.46,26000,,0,26000.0,5,731.0,1,,,2
1150010300109950015,2024-01-29,전세,42.85,8000,,0,8000.0,-1,730.0,1,,,23
1150010300100460175,2024-01-29,월세,40.3,5000,,50,6200.0,3,730.0,1,,,31
1150010300103800012,2024-01-28,전세,39.88,21670,,0,21670.0,2,730.0,1,,,7
1150010300103670012,2024-01-28,전세,26.05,15000,,0,15000.0,2,731.0,1,,,7
1150010300103930009,2024-01-28,전세,29.53,18900,,0,18900.0,2,730.0,1,,,7
1150010300111200008,2024-01-27,전세,29.94,17000,-4.49,0,17000.0,3,731.0,0,"17,800",0.0,7
1150010300110530017,2024-01-27,전세,56.15,17500,,0,17500.0,4,730.0,1,,,24
1150010300100860002,2024-01-27,전세,54.49,14700,,0,14700.0,5,730.0,1,,,23
1150010300101580003,2024-01-27,월세,45.22,11600,,24,12176.79,4,731.0,1,,,31
1150010300104300022,2024-01-27,전세,67.81,17000,,0,17000.0,2,731.0,1,,,26
1150010300103920070,2024-01-27,전세,46.53,15000,3.45,0,15000.0,3,731.0,0,"14,500",0.0,23
1150010300109690013,2024-01-27,월세,29.78,12700,,10,12940.0,2,730.0,1,,,12
1150010300101050022,2024-01-27,전세,45.64,18600,-6.77,0,18600.0,3,731.0,0,"19,950",0.0,13
1150010300100980034,2024-01-27,전세,62.845,17500,,0,17500.0,3,730.0,1,,,27
1150010300104800014,2024-01-27,전세,29.97,27100,,0,27100.0,6,730.0,1,,,1
1150010300101640010,2024-01-27,전세,64.22,17000,,0,17000.0,3,730.0,1,,,17
1150010300103620152,2024-01-27,월세,23.56,19000,,15,19360.0,7,730.0,1,,,8
1150010300103720103,2024-01-27,전세,42.57,12000,,0,12000.0,3,731.0,1,,,22
1150010300103620152,2024-01-27,전세,34.68,19400,,0,19400.0,5,730.0,1,,,8
1150010300104210029,2024-01-27,전세,37.765,18700,,0,18700.0,3,730.0,1,,,10
1150010300103660004,2024-01-27,전세,40.25,19000,,0,19000.0,3,730.0,1,,,11
1150010300111200008,2024-01-27,전세,29.94,17800,0.0,0,17800.0,3,731.0,0,"17,800",0.0,7
1150010300110070021,2024-01-27,월세,84.43,5000,,100,7400.0,1,730.0,1,,,34
1150010300110070021,2024-01-27,월세,84.43,5000,,100,7400.0,1,730.0,1,,,34
1150010300100460179,2024-01-27,전세,60.17,16000,,0,16000.0,4,730.0,1,,,22
1150010300101510009,2024-01-27,월세,64.44,16800,,10,17040.0,3,730.0,1,,,23
1150010300101610033,2024-01-27,전세,29.14,22420,,0,22420.0,2,730.0,1,,,1
1150010300108660001,2024-01-26,전세,34.09,21000,,0,21000.0,6,730.0,1,,,9
1150010300100510037,2024-01-26,월세,31.74,5000,,50,6201.64,5,731.0,1,,,13
1150010300103920015,2024-01-26,월세,28.56,12000,,15,12360.49,2,731.0,1,,,10
1150010300103330021,2024-01-26,전세,64.28,20500,,0,20500.0,3,730.0,1,,,23
1150010300109680010,2024-01-26,전세,26.88,13000,,0,13000.0,3,730.0,1,,,12
1150010300110330002,2024-01-26,전세,44.71,25000,,0,25000.0,3,730.0,1,,,6
1150010300103540059,2024-01-26,전세,22.56,20000,,0,20000.0,5,731.0,1,,,3
1150010300103460111,2024-01-26,전세,41.4,12900,,0,12900.0,4,731.0,1,,,20
1150010300110750027,2024-01-26,전세,22.97,14000,,0,14000.0,6,,1,,,9
1150010300103390035,2024-01-26,월세,27.34,6000,,85,8042.79,4,731.0,1,,,1
1150010300103920015,2024-01-26,월세,28.56,12000,,15,12360.49,2,731.0,1,,,10
1150010300108390006,2024-01-26,전세,39.84,23000,,0,23000.0,3,730.0,1,,,8
1150010300104240005,2024-01-25,전세,53.94,9000,,0,9000.0,1,731.0,1,,,17
1150010300103380010,2024-01-25,전세,34.03,21500,-10.42,0,21500.0,2,731.0,0,"24,000",0.0,9
1150010300107720014,2024-01-25,전세,53.24,12400,-17.33,0,12400.0,1,366.0,0,"15,000",0.0,22
1150010300100980112,2024-01-25,전세,52.35,17000,,0,17000.0,3,730.0,1,,,21
1150010300100700042,2024-01-25,월세,31.46,9620,,20,10100.0,5,730.0,1,,,22
1150010300100500120,2024-01-25,월세,43.56,13000,,10,13240.0,2,730.0,1,,,38
1150010300104030015,2024-01-25,전세,48.32,17000,,0,17000.0,4,731.0,1,,,13
1150010300108080007,2024-01-25,월세,28.08,4500,,80,6422.63,5,731.0,1,,,2
1150010300108230015,2024-01-25,전세,39.77,22500,0.0,0,22500.0,2,731.0,0,"22,500",0.0,8
1150010300108680026,2024-01-25,월세,32.61,10000,,10,10240.33,4,731.0,1,,,22
1150010300104570003,2024-01-25,전세,29.85,15750,,0,15750.0,2,731.0,1,,,9
1150010300104240018,2024-01-25,전세,26.18,19600,,0,19600.0,5,731.0,1,,,4
1150010300104240070,2024-01-25,전세,27.73,22300,,0,22300.0,2,,1,,,5
1150010300103520047,2024-01-25,전세,59.9,11000,-8.33,0,11000.0,-1,731.0,0,"12,000",0.0,28
1150010300103660036,2024-01-25,전세,28.05,19500,,0,19500.0,4,731.0,1,,,5
1150010300109640023,2024-01-25,월세,28.97,5000,,70,6682.3,3,731.0,1,,,2
1150010300104650006,2024-01-24,전세,63.72,16500,,0,16500.0,2,730.0,1,,,23
1150010300103510030,2024-01-24,월세,37.58,19000,,15,19360.0,2,730.0,1,,,8
1150010300103410020,2024-01-24,전세,41.26,13100,,0,13100.0,4,731.0,1,,,23
1150010300104100062,2024-01-24,월세,45.3,12380,-4.77,8,12572.26,3,731.0,0,"13,000",0.0,31
1150010300109580004,2024-01-24,월세,47.55,5000,,45,6038.58,3,702.0,1,,,30
1150010300100560707,2024-01-24,전세,29.6,16350,,0,16350.0,2,730.0,1,,,5
1150010300100560151,2024-01-24,전세,39.46,10900,,0,10900.0,3,730.0,1,,,29
1150010300108220011,2024-01-24,전세,54.88,18500,3.64,0,18500.0,3,731.0,0,"17,850",0.0,16
1150010300110490029,2024-01-24,전세,17.88,17500,,0,17500.0,5,731.0,1,,,2
1150010300108510006,2024-01-24,전세,29.5,16880,,0,16880.0,2,730.0,1,,,8
1150010300108750009,2024-01-24,전세,26.23,17200,,0,17200.0,3,731.0,1,,,7
1150010300108810036,2024-01-24,전세,39.67,23500,,0,23500.0,2,730.0,1,,,10
1150010300109170002,2024-01-24,전세,48.99,23000,,0,23000.0,3,,1,,,23
1150010300109200011,2024-01-24,월세,35.2,5000,,35,5841.15,6,731.0,1,,,5
1150010300104240089,2024-01-24,전세,59.7,17700,,0,17700.0,4,731.0,1,,,25
1150010300101020291,2024-01-24,전세,62.28,21000,,0,21000.0,2,730.0,1,,,16
1150010300108810036,2024-01-24,전세,39.67,23500,,0,23500.0,2,730.0,1,,,10
1150010300108810036,2024-01-24,전세,39.67,23500,,0,23500.0,2,730.0,1,,,10
1150010300107840018,2024-01-23,월세,37.99,10000,,38,10912.0,6,730.0,1,,,8
1150010300104090182,2024-01-23,월세,29.91,12000,,20,12480.0,5,730.0,1,,,7
1150010300103930019,2024-01-23,전세,61.64,19000,,0,19000.0,3,730.0,1,,,23
1150010300101050049,2024-01-23,월세,28.62,15000,,15,15360.49,2,731.0,1,,,8
1150010300100560103,2024-01-23,월세,42.34,10060,,25,10634.52,1,699.0,1,,,22
1150010300100560673,2024-01-23,전세,43.23,10000,,0,10000.0,5,731.0,1,,,23
1150010300105040040,2024-01-23,전세,51.06,30000,,0,30000.0,4,731.0,1,,,1
1150010300104620010,2024-01-23,월세,42.64,5000,,50,6201.64,2,731.0,1,,,22
1150010300104520011,2024-01-23,월세,28.95,5000,,90,6080.0,4,365.0,1,,,2
1150010300103810001,2024-01-23,전세,42.22,23400,,0,23400.0,7,731.0,1,,,9
1150010300109330011,2024-01-23,전세,35.0,21000,,0,21000.0,4,731.0,1,,,9
1150010300104000056,2024-01-23,전세,35.97,21168,,0,21168.0,2,730.0,1,,,7
1150010300108070007,2024-01-22,전세,35.56,14700,,0,14700.0,4,730.0,1,,,14
1150010300101610033,2024-01-22,전세,22.95,20660,,0,20660.0,4,730.0,1,,,1
1150010300100500120,2024-01-22,전세,43.92,12500,,0,12500.0,3,,1,,,37
1150010300103540083,2024-01-22,전세,29.98,15000,,0,15000.0,4,,1,,,9
1150010300111020005,2024-01-22,전세,29.19,22400,,0,22400.0,3,731.0,1,,,6
1150010300100560273,2024-01-22,전세,46.08,11800,,0,11800.0,3,731.0,1,,,33
1150010300100500120,2024-01-22,전세,43.92,12500,,0,12500.0,3,,1,,,37
1150010300105040112,2024-01-22,전세,72.33,18000,,0,18000.0,4,730.0,1,,,22
1150010300101630028,2024-01-22,월세,30.07,13300,,15,13644.71,2,699.0,1,,,10
1150010300101610033,2024-01-22,전세,22.95,20660,,0,20660.0,4,731.0,1,,,1
1150010300103530043,2024-01-22,전세,26.9,17200,,0,17200.0,3,731.0,1,,,7
1150010300103530048,2024-01-22,전세,53.64,16500,,0,16500.0,4,730.0,1,,,24
1150010300103460036,2024-01-22,전세,61.24,7800,14.71,0,7800.0,1,730.0,0,"6,800",0.0,28
1150010300103660036,2024-01-22,전세,28.97,20160,,0,20160.0,3,731.0,1,,,5
1150010300103540059,2024-01-22,월세,24.36,21600,-34.55,15,21780.49,2,366.0,0,"33,000",0.0,3
1150010300104520011,2024-01-22,월세,27.25,5000,,90,6080.0,2,365.0,1,,,2
1150010300104520011,2024-01-22,월세,27.25,5000,,70,5840.0,2,365.0,1,,,2
1150010300100240255,2024-01-21,전세,41.18,13700,,0,13700.0,4,731.0,1,,,20
1150010300100240133,2024-01-20,전세,19.36,12000,,0,12000.0,6,731.0,1,,,12
1150010300103300033,2024-01-20,월세,29.73,12200,-18.67,10,12440.33,2,731.0,0,"15,000",0.0,14
1150010300108920011,2024-01-20,전세,66.52,21000,,0,21000.0,4,731.0,1,,,23
1150010300103920042,2024-01-20,전세,41.72,12200,,0,12200.0,3,730.0,1,,,25
1150010300103920042,2024-01-20,전세,41.72,12200,,0,12200.0,3,,1,,,25
1150010300103390035,2024-01-20,월세,27.34,5000,,90,6082.96,3,366.0,1,,,1
1150010300100500068,2024-01-20,전세,29.99,18500,,0,18500.0,4,731.0,1,,,6
1150010300109680010,2024-01-20,전세,31.43,13650,5.0,0,13650.0,5,730.0,0,"13,000",0.0,12
1150010300103800006,2024-01-20,월세,25.45,12300,,40,13261.32,5,731.0,1,,,8
1150010300109330001,2024-01-20,전세,64.56,17500,,0,17500.0,2,730.0,1,,,22
1150010300103510015,2024-01-20,월세,61.84,17200,,16,17584.0,2,730.0,1,,,28
1150010300103460008,2024-01-20,전세,59.98,19500,,0,19500.0,4,730.0,1,,,21
1150010300103520015,2024-01-20,전세,59.52,18000,0.0,0,18000.0,2,730.0,0,"18,000",0.0,25
1150010300108700027,2024-01-20,월세,29.73,5500,,90,7662.96,6,731.0,1,,,2
1150010300103920042,2024-01-20,전세,41.72,12200,,0,12200.0,3,730.0,1,,,25
1150010300108920036,2024-01-19,전세,57.58,17000,,0,17000.0,2,730.0,1,,,22
1150010300101610033,2024-01-19,전세,25.73,20790,,0,20790.0,2,730.0,1,,,1
1150010300108700115,2024-01-19,전세,59.07,14300,,0,14300.0,4,731.0,1,,,22
1150010300101630014,2024-01-19,전세,29.33,26300,,0,26300.0,2,730.0,1,,,1
1150010300103580007,2024-01-19,월세,28.05,5000,,80,5962.63,2,366.0,1,,,2
1150010300108270019,2024-01-19,전세,38.61,19700,-1.5,0,19700.0,3,731.0,0,"20,000",0.0,9
1150010300104090089,2024-01-19,전세,29.88,13000,,0,13000.0,3,730.0,1,,,12
1150010300108200023,2024-01-19,전세,28.14,24690,,0,24690.0,2,731.0,1,,,2
1150010300108200023,2024-01-19,전세,28.14,24690,,0,24690.0,2,731.0,1,,,2
1150010300108700115,2024-01-19,전세,59.07,14300,,0,14300.0,4,731.0,1,,,22
1150010300101630014,2024-01-19,전세,29.33,26300,,0,26300.0,2,730.0,1,,,1
1150010300103760012,2024-01-19,전세,36.36,12000,4.35,0,12000.0,2,731.0,0,"11,500",0.0,32
1150010300104240032,2024-01-19,전세,62.65,17000,,0,17000.0,1,730.0,1,,,25
1150010300103510041,2024-01-19,전세,22.9,15700,,0,15700.0,5,730.0,1,,,7
1150010300110810006,2024-01-19,전세,58.26,19000,,0,19000.0,5,1613.0,1,,,13
1150010300110810006,2024-01-19,전세,58.26,19000,,0,19000.0,5,1613.0,1,,,13
1150010300101630014,2024-01-19,전세,29.33,23300,,0,23300.0,2,730.0,1,,,1
1150010300101050014,2024-01-18,전세,59.43,17400,-13.0,0,17400.0,3,731.0,0,"20,000",0.0,24
1150010300101110072,2024-01-18,월세,53.46,12000,,15,12360.49,3,731.0,1,,,33
1150010300100840016,2024-01-18,전세,45.49,13700,,0,13700.0,4,731.0,1,,,16
1150010300104100236,2024-01-18,전세,53.07,15740,,0,15740.0,2,730.0,1,,,22
1150010300104300016,2024-01-18,전세,59.99,22000,,0,22000.0,4,730.0,1,,,14
1150010300100560327,2024-01-18,월세,47.14,12000,,10,12240.33,1,731.0,1,,,21
1150010300108150006,2024-01-18,월세,29.94,3000,,120,5883.95,6,731.0,1,,,1
1150010300104800014,2024-01-18,전세,29.93,27300,,0,27300.0,5,731.0,1,,,1
1150010300104800014,2024-01-18,전세,29.93,27300,,0,27300.0,5,,1,,,1
1150010300108150006,2024-01-18,월세,29.98,5000,,90,7162.96,3,731.0,1,,,1
1150010300110400000,2024-01-18,전세,26.23,21000,,0,21000.0,6,731.0,1,,,5
1150010300110810030,2024-01-18,월세,22.23,10600,,24,11176.79,5,731.0,1,,,10
1150010300104240022,2024-01-18,전세,50.07,15400,,0,15400.0,3,731.0,1,,,24
1150010300103660036,2024-01-18,전세,28.97,20000,,0,20000.0,3,731.0,1,,,5
1150010300103550008,2024-01-18,월세,143.56,5000,,60,6441.97,3,731.0,1,,,26
1150010300104300010,2024-01-18,전세,29.91,16500,,0,16500.0,1,213.0,1,,,9
1150010300103670077,2024-01-18,월세,28.95,14990,-16.72,7,15158.23,3,731.0,0,"18,000",0.0,12
1150010300101640051,2024-01-18,전세,59.78,14500,-21.2,0,14500.0,1,731.0,0,"18,400",0.0,23
1150010300110190025,2024-01-17,전세,76.17,26300,,0,26300.0,2,731.0,1,,,16
1150010300103820025,2024-01-17,전세,26.62,16900,,0,16900.0,5,731.0,1,,,7
1150010300103410040,2024-01-17,전세,40.03,13600,,0,13600.0,5,730.0,1,,,16
1150010300103410025,2024-01-17,전세,63.92,22800,,0,22800.0,4,730.0,1,,,17
1150010300103990001,2024-01-17,전세,43.68,13400,,0,13400.0,4,731.0,1,,,23
1150010300111000003,2024-01-17,전세,27.7,20200,,0,20200.0,2,731.0,1,,,4
1150010300109640018,2024-01-17,월세,29.23,9000,,60,10441.97,3,731.0,1,,,5
1150010300100240035,2024-01-17,월세,27.81,5000,,75,6802.47,3,731.0,1,,,1
1150010300110400021,2024-01-17,월세,45.6,5000,,70,6682.3,5,731.0,1,,,14
1150010300108700115,2024-01-17,전세,59.07,13000,,0,13000.0,1,731.0,1,,,22
1150010300108680029,2024-01-17,월세,43.67,5000,,120,7883.95,2,731.0,1,,,2
1150010300109170002,2024-01-17,전세,48.99,23000,0.0,0,23000.0,3,,0,"23,000",0.0,23
1150010300103460074,2024-01-17,전세,25.97,16000,,0,16000.0,3,731.0,1,,,8
1150010300104240023,2024-01-17,전세,40.62,19900,,0,19900.0,4,730.0,1,,,8
1150010300101110073,2024-01-17,전세,62.74,17850,0.0,0,17850.0,1,731.0,0,"17,850",0.0,21
1150010300100460109,2024-01-16,전세,47.67,15000,,0,15000.0,5,731.0,1,,,17
1150010300103960010,2024-01-16,전세,28.53,19400,,0,19400.0,5,730.0,1,,,6
1150010300104100239,2024-01-16,전세,45.66,16600,,0,16600.0,4,730.0,1,,,14
1150010300109560048,2024-01-16,전세,43.59,10000,,0,10000.0,2,731.0,1,,,38
1150010300100560164,2024-01-16,전세,48.14,11900,,0,11900.0,3,731.0,1,,,31
1150010300101050483,2024-01-16,월세,40.34,14100,,6,14244.2,3,731.0,1,,,16
1150010300100560544,2024-01-16,전세,76.3,20000,,0,20000.0,2,731.0,1,,,15
1150010300100460105,2024-01-16,전세,49.17,12000,-14.29,0,12000.0,4,730.0,0,"14,000",0.0,29
1150010300100560264,2024-01-16,월세,37.44,12000,,12,12288.39,2,731.0,1,,,14
1150010300107730012,2024-01-16,전세,65.72,19500,,0,19500.0,3,731.0,1,,,22
1150010300108660030,2024-01-16,월세,54.02,16600,,10,16840.33,3,731.0,1,,,22
1150010300103600002,2024-01-16,전세,25.23,17600,,0,17600.0,4,731.0,1,,,5
1150010300104100118,2024-01-16,전세,25.54,13590,,0,13590.0,2,730.0,1,,,5
1150010300104030013,2024-01-16,전세,22.87,28900,0.0,0,28900.0,4,731.0,0,"28,900",0.0,2
1150010300100700051,2024-01-16,전세,59.64,17000,,0,17000.0,4,731.0,1,,,23
1150010300103850016,2024-01-16,월세,71.1,5500,,70,7180.0,3,730.0,1,,,39
1150010300103850016,2024-01-16,월세,71.1,5500,,70,7180.0,3,730.0,1,,,39
1150010300101630014,2024-01-15,전세,29.33,23300,,0,23300.0,3,730.0,1,,,1
1150010300101610033,2024-01-15,전세,29.74,22900,,0,22900.0,2,731.0,1,,,1
1150010300100950077,2024-01-15,전세,35.77,19600,,0,19600.0,3,731.0,1,,,8
1150010300111140001,2024-01-15,전세,49.32,25000,,0,25000.0,4,731.0,1,,,9
1150010300100460078,2024-01-15,전세,61.1,15300,9.29,0,15300.0,1,731.0,0,"14,000",0.0,23
1150010300100980168,2024-01-15,전세,46.8,13400,-10.07,0,13400.0,2,,0,"14,900",0.0,28
1150010300100610134,2024-01-15,전세,22.43,13700,,0,13700.0,2,731.0,1,,,9
1150010300110400000,2024-01-15,전세,31.95,26000,,0,26000.0,2,731.0,1,,,5
1150010300108490016,2024-01-15,전세,29.89,18000,,0,18000.0,4,731.0,1,,,8
1150010300101610033,2024-01-15,전세,23.0,20790,,0,20790.0,2,730.0,1,,,1
1150010300108610024,2024-01-15,전세,59.76,20500,-19.61,0,20500.0,1,731.0,0,"25,500",0.0,22
1150010300108510036,2024-01-15,월세,46.14,5500,,70,6342.3,2,366.0,1,,,14
1150010300108640038,2024-01-15,전세,35.52,13700,,0,13700.0,2,731.0,1,,,16
1150010300104000004,2024-01-15,전세,44.91,12970,,0,12970.0,4,730.0,1,,,28
1150010300101610033,2024-01-15,전세,23.0,20790,,0,20790.0,3,730.0,1,,,1
1150010300101630014,2024-01-15,전세,29.33,26300,,0,26300.0,3,730.0,1,,,1
1150010300101610033,2024-01-15,전세,23.0,20790,,0,20790.0,2,730.0,1,,,1
1150010300104250019,2024-01-14,전세,29.91,16600,,0,16600.0,5,730.0,1,,,10
1150010300108790003,2024-01-14,전세,27.65,20160,,0,20160.0,4,730.0,1,,,5
1150010300108160018,2024-01-14,전세,27.27,15750,,0,15750.0,3,731.0,1,,,8
1150010300109320008,2024-01-14,전세,28.71,14800,,0,14800.0,3,731.0,1,,,9
1150010300103800011,2024-01-14,월세,43.31,23900,,20,24380.0,2,730.0,1,,,6
1150010300104000012,2024-01-14,월세,75.6,5500,,90,7662.96,4,731.0,1,,,23
1150010300110830007,2024-01-14,전세,40.69,14700,,0,14700.0,3,731.0,1,,,16
1150010300104520011,2024-01-13,월세,28.95,5000,,90,7162.96,3,731.0,1,,,2
1150010300100860002,2024-01-13,전세,30.81,8400,,0,8400.0,5,731.0,1,,,23
1150010300103420007,2024-01-13,월세,69.17,22500,-13.46,15,22860.49,4,731.0,0,"26,000",0.0,23
1150010300104100237,2024-01-13,전세,59.94,19000,,0,19000.0,2,731.0,1,,,14
1150010300109560027,2024-01-13,월세,41.92,10000,,10,10240.33,2,731.0,1,,,29
1150010300101050107,2024-01-13,전세,38.37,16000,,0,16000.0,3,731.0,1,,,12
1150010300101020067,2024-01-13,전세,55.78,13000,,0,13000.0,4,731.0,1,,,21
1150010300105040032,2024-01-13,전세,47.09,17100,,0,17100.0,2,730.0,1,,,12
1150010300107950017,2024-01-13,전세,34.64,19500,,0,19500.0,4,731.0,1,,,8
1150010300107830011,2024-01-13,전세,46.59,31000,,0,31000.0,3,731.0,1,,,6
1150010300110840059,2024-01-13,전세,32.65,16000,-15.79,0,16000.0,3,730.0,0,"19,000",0.0,13
1150010300110880004,2024-01-13,전세,33.14,14500,-17.14,0,14500.0,3,731.0,0,"17,500",0.0,13
1150010300103540059,2024-01-13,전세,23.09,27900,,0,27900.0,3,60.0,1,,,3
1150010300110710007,2024-01-13,전세,24.72,16120,,0,16120.0,4,731.0,1,,,7
1150010300103540038,2024-01-13,전세,44.56,22800,,0,22800.0,5,731.0,1,,,8
1150010300103620118,2024-01-13,전세,41.01,15700,,0,15700.0,4,730.0,1,,,13
1150010300103800006,2024-01-13,전세,29.77,16800,,0,16800.0,3,730.0,1,,,8
1150010300103490029,2024-01-13,월세,37.56,6000,,40,6961.32,2,731.0,1,,,38
1150010300103660019,2024-01-12,전세,41.7,25000,,0,25000.0,5,,1,,,10
1150010300101050384,2024-01-12,월세,61.68,20000,0.0,30,20720.0,3,730.0,0,"20,000",26.0,14
1150010300103390017,2024-01-12,전세,46.96,15600,,0,15600.0,2,730.0,1,,,24
1150010300101580017,2024-01-12,전세,54.54,14800,,0,14800.0,3,730.0,1,,,31
1150010300101540009,2024-01-12,전세,77.51,19100,,0,19100.0,2,731.0,1,,,29
1150010300103980016,2024-01-12,월세,41.97,12000,,26,12624.0,4,730.0,1,,,23
1150010300101520005,2024-01-12,월세,31.56,8900,,10,9140.33,4,731.0,1,,,23
1150010300109760021,2024-01-12,전세,32.69,18000,,0,18000.0,3,731.0,1,,,7
1150010300109760021,2024-01-12,전세,32.69,18000,,0,18000.0,3,,1,,,7
1150010300100240286,2024-01-12,월세,50.5,14500,,33,15293.08,4,731.0,1,,,16
1150010300100990010,2024-01-12,전세,71.23,23500,,0,23500.0,3,730.0,1,,,22
1150010300100560035,2024-01-12,전세,41.375,20000,,0,20000.0,2,731.0,1,,,7
1150010300100980156,2024-01-12,전세,68.56,18900,,0,18900.0,2,731.0,1,,,22
1150010300104540001,2024-01-12,전세,60.16,17700,,0,17700.0,2,731.0,1,,,23
1150010300108700047,2024-01-12,전세,52.45,13700,,0,13700.0,2,731.0,1,,,17
1150010300103660019,2024-01-12,전세,41.7,25000,,0,25000.0,5,731.0,1,,,10
1150010300104240018,2024-01-12,전세,29.27,23100,,0,23100.0,3,731.0,1,,,4
1150010300101550056,2024-01-11,전세,56.34,17000,,0,17000.0,2,731.0,1,,,16
1150010300104100092,2024-01-11,전세,29.99,17000,,0,17000.0,3,731.0,1,,,7
1150010300104090056,2024-01-11,전세,42.29,11200,,0,11200.0,4,731.0,1,,,24
1150010300109610027,2024-01-11,월세,45.56,12100,,20,12580.66,2,731.0,1,,,22
1150010300100460111,2024-01-11,월세,38.14,11500,,20,11980.66,5,731.0,1,,,20
1150010300108150029,2024-01-11,월세,47.13,12000,,35,12841.15,5,731.0,1,,,21
1150010300110160018,2024-01-11,월세,33.6,11400,,15,11760.49,5,731.0,1,,,13
1150010300103540021,2024-01-11,전세,29.1,16600,,0,16600.0,3,731.0,1,,,10
1150010300103670064,2024-01-11,월세,39.96,10300,,15,10660.49,1,731.0,1,,,32
1150010300103540021,2024-01-11,전세,29.1,16600,,0,16600.0,3,731.0,1,,,10
1150010300103550034,2024-01-11,전세,62.5,16300,,0,16300.0,1,731.0,1,,,25
1150010300104100003,2024-01-11,전세,58.39,16000,,0,16000.0,2,730.0,1,,,24
1150010300110550005,2024-01-10,월세,47.47,12000,,20,12480.66,1,731.0,1,,,23
1150010300108770002,2024-01-10,전세,28.98,21700,,0,21700.0,4,731.0,1,,,6
1150010300104090249,2024-01-10,전세,55.83,15400,-9.41,0,15400.0,3,731.0,0,"17,000",0.0,23
1150010300104100105,2024-01-10,전세,60.11,15000,,0,15000.0,5,731.0,1,,,16
1150010300104090249,2024-01-10,전세,55.83,16000,,0,16000.0,3,,1,,,23
1150010300101540011,2024-01-10,전세,55.08,12800,-19.5,0,12800.0,1,,0,"15,900",0.0,30
1150010300108080007,2024-01-10,월세,23.5,5000,,75,6802.47,4,731.0,1,,,2
1150010300101610033,2024-01-10,전세,29.83,23688,,0,23688.0,4,731.0,1,,,1
1150010300108700115,2024-01-10,월세,59.07,10000,,30,10720.0,-1,730.0,1,,,22
1150010300101670043,2024-01-10,전세,39.24,9390,,0,9390.0,4,731.0,1,,,33
1150010300103540059,2024-01-10,전세,22.56,20000,,0,20000.0,5,731.0,1,,,3
1150010300101610033,2024-01-10,전세,22.95,20660,,0,20660.0,4,730.0,1,,,1
1150010300101510008,2024-01-10,전세,46.25,13300,,0,13300.0,3,,1,,,22
1150010300101610033,2024-01-10,전세,22.95,20660,,0,20660.0,4,730.0,1,,,1
1150010300101610033,2024-01-10,전세,22.95,20660,,0,20660.0,4,730.0,1,,,1
1150010300107910018,2024-01-09,전세,29.02,15600,-13.33,0,15600.0,2,731.0,0,"18,000",0.0,12
1150010300103370006,2024-01-09,월세,41.0,11300,,10,11540.33,3,731.0,1,,,31
1150010300109580004,2024-01-09,월세,47.55,11900,,10,12140.33,3,731.0,1,,,30
1150010300109620017,2024-01-09,전세,33.3,8400,,0,8400.0,3,731.0,1,,,30
1150010300100560066,2024-01-09,전세,27.57,8200,,0,8200.0,5,731.0,1,,,24
1150010300100560274,2024-01-09,전세,38.8,10900,,0,10900.0,5,731.0,1,,,23
1150010300100460199,2024-01-09,월세,41.26,12200,,16,12584.53,3,731.0,1,,,23
1150010300100560068,2024-01-09,전세,34.02,9000,,0,9000.0,2,731.0,1,,,23
1150010300101630014,2024-01-09,전세,29.76,26300,,0,26300.0,2,731.0,1,,,1
1150010300103570021,2024-01-09,전세,43.53,21000,,0,21000.0,3,731.0,1,,,10
1150010300103540083,2024-01-09,월세,29.97,8000,,30,8720.99,4,731.0,1,,,9
1150010300104100189,2024-01-08,전세,32.8,9900,-23.85,0,9900.0,1,731.0,0,"13,000",0.0,23
1150010300101110034,2024-01-08,전세,53.73,20000,,0,20000.0,3,731.0,1,,,13
1150010300101530016,2024-01-08,월세,62.88,13000,,20,13480.66,1,731.0,1,,,29
1150010300104090060,2024-01-08,전세,44.76,12380,,0,12380.0,2,731.0,1,,,21
1150010300103370003,2024-01-08,월세,83.95,23000,,25,23600.82,6,731.0,1,,,20
